epoch,train_loss,val_mae_mev_atom
1,0.25432335771620274,93.56458282470703
2,0.2250291146337986,86.63310241699219
3,0.2171465866267681,85.73217010498047
4,0.21465523913502693,85.03568267822266
5,0.2124658953398466,84.61936950683594
6,0.21099869348108768,84.38140106201172
7,0.2096999380737543,84.34483337402344
8,0.20847786031663418,84.29012298583984
9,0.20739499293267727,84.25508117675781
10,0.20665228925645351,84.04719543457031
11,0.2051674760878086,84.40924835205078
12,0.20479275844991207,84.27994537353516
13,0.20351674780249596,84.08740997314453
14,0.20300758257508278,83.9939193725586
15,0.20171099342405796,84.01093292236328
16,0.20127148553729057,83.68366241455078
17,0.20064067840576172,83.76908874511719
18,0.1996462717652321,83.85821533203125
19,0.199140727519989,84.02935791015625
20,0.19773617014288902,83.646728515625
21,0.1974071953445673,83.6990966796875
22,0.19639641232788563,83.79161834716797
23,0.19630833715200424,83.68484497070312
24,0.19562801159918308,83.61746215820312
25,0.19513696059584618,83.307861328125
26,0.19428836181759834,83.28631591796875
27,0.1941915526986122,83.53411102294922
28,0.19335638172924519,83.16670227050781
29,0.19267559982836246,83.45336151123047
30,0.19231365993618965,83.3125991821289
31,0.1914039347320795,83.42725372314453
32,0.19107754342257977,83.25248718261719
33,0.1907232068479061,83.27523040771484
34,0.1904540117830038,83.58335876464844
35,0.18960759043693542,83.48169708251953
36,0.18863909505307674,83.1009292602539
37,0.18830671720206738,83.24748229980469
38,0.18750201910734177,83.4749984741211
39,0.18708238005638123,83.00415802001953
40,0.18645460158586502,83.42683410644531
41,0.18600795604288578,83.14501190185547
42,0.18606999516487122,83.19345092773438
43,0.18506743758916855,82.70883178710938
44,0.1843841802328825,83.03156280517578
45,0.18425058759748936,83.15081787109375
46,0.1836054679006338,83.26737976074219
47,0.18262189999222755,83.17398834228516
48,0.18299307487905025,83.19081115722656
49,0.1820826269686222,83.46971893310547
50,0.18150026723742485,83.38209533691406
51,0.18155221082270145,82.97733306884766
52,0.18006935715675354,83.12821960449219
53,0.17990822531282902,83.25515747070312
54,0.1790297832340002,83.55606079101562
55,0.18028192408382893,83.49433135986328
56,0.1786624863743782,83.25291442871094
57,0.1781477853655815,83.49821472167969
58,0.17786886356770992,83.53501892089844
59,0.17743568308651447,83.84523010253906
60,0.1764281913638115,83.19659423828125
61,0.1764578577131033,83.82939147949219
62,0.17607415840029716,82.95899200439453
63,0.1749945767223835,83.37150573730469
64,0.17535031959414482,83.50238037109375
65,0.17395159788429737,83.0203857421875
66,0.17380281537771225,83.55741119384766
67,0.1734271813184023,83.32514953613281
68,0.17352776415646076,83.38816833496094
69,0.1736010368913412,83.08909606933594
70,0.17231985367834568,83.59769439697266
71,0.17224283330142498,83.5123519897461
72,0.17118944600224495,82.95610046386719
73,0.17117883451282978,83.8356704711914
