comparison,seed,method_family,method_rank_weight,split,independent_unit,n_formula_groups,point_pairwise_accuracy_delta_method_minus_lambda0,pairwise_ci95_low,pairwise_ci95_high,pairwise_p_delta_le_0,point_top1_accuracy_delta_method_minus_lambda0,top1_ci95_low,top1_ci95_high,top1_p_delta_le_0,point_near_pair_accuracy_delta_method_minus_lambda0,near_pair_ci95_low,near_pair_ci95_high,near_pair_p_delta_le_0,bootstrap_samples
lambda0_vs_rank_weight,20260528,rankw005,0.05,test,formula group,78,-0.040000000000000036,-0.09259259259259267,0.022062908496731995,0.9322,-0.038461538461538436,-0.1282051282051282,0.05128205128205121,0.8509,-0.041420118343195256,-0.11428571428571421,0.015506904069767425,0.9501,10000
lambda0_vs_rank_weight,20260528,rankw010,0.1,test,formula group,78,-0.03500000000000003,-0.10526315789473684,0.03703703703703709,0.8821,-0.012820512820512775,-0.10256410256410253,0.07692307692307698,0.6654,-0.041420118343195256,-0.13253319400049174,0.03296703296703296,0.9007,10000
lambda0_vs_rank_weight,20260528,rankw020,0.2,test,formula group,78,-0.040000000000000036,-0.08695652173913038,0.05042016806722682,0.8481,0.012820512820512886,-0.08974358974358976,0.11538461538461542,0.4516,-0.029585798816567976,-0.08467912793876438,0.06838235294117646,0.7872,10000
lambda0_vs_rank_weight,20260529,rankw005,0.05,test,formula group,78,0.030000000000000027,-0.022792564427545483,0.127456195244055,0.1693,0.0641025641025641,-0.038461538461538436,0.16666666666666663,0.1223,0.029585798816568087,-0.03147233201581026,0.14130434782608703,0.2148,10000
lambda0_vs_rank_weight,20260529,rankw010,0.1,test,formula group,78,0.020000000000000018,-0.030888030888030937,0.12712249614791982,0.2856,0.07692307692307687,-0.02564102564102566,0.17948717948717952,0.0843,0.01183431952662728,-0.045213668527967675,0.12903225806451613,0.3924,10000
lambda0_vs_rank_weight,20260529,rankw020,0.2,test,formula group,78,0.025000000000000022,-0.03351955307262566,0.15152191558441547,0.2584,0.07692307692307687,-0.038461538461538436,0.1923076923076923,0.1095,0.03550295857988173,-0.02904564315352698,0.1792513304305757,0.1978,10000
lambda0_vs_rank_weight,20260530,rankw005,0.05,test,formula group,78,-0.04499999999999993,-0.0928576957098629,0.05405929184998945,0.7907,0.0,-0.0641025641025641,0.0641025641025641,0.5812,-0.053254437869822424,-0.11039429320679318,0.06364119922630561,0.7907,10000
lambda0_vs_rank_weight,20260530,rankw010,0.1,test,formula group,78,-0.06499999999999995,-0.12267825748527098,0.050420168067226934,0.8616,-0.012820512820512775,-0.10256410256410253,0.07692307692307687,0.6581,-0.08284023668639051,-0.150464829749104,0.04819762922658373,0.8925,10000
lambda0_vs_rank_weight,20260530,rankw020,0.2,test,formula group,78,-0.08499999999999996,-0.1423493576210869,0.01904761904761898,0.9562,-0.0641025641025641,-0.15384615384615385,0.038461538461538436,0.9219,-0.10650887573964496,-0.17218543046357615,0.010869565217391245,0.9697,10000
