run_id,method,seed,runtime_s,gpu_hours,trainable_params,total_params,test_mae_mev_atom,foundation_inference_rerun
simple_residual_seed20260528,simple_residual,20260528.0,102.79456615447998,0.028554046154022218,,,10.875129945046814,False
canonical_formdelta_seed20260528,canonical_formdelta,20260528.0,213.2966809272766,0.05924907803535461,498404.0,498643.0,12.153159251902633,False
simple_residual_seed20260529,simple_residual,20260529.0,100.9885458946228,0.028052373859617445,,,10.678089105711019,False
canonical_formdelta_seed20260529,canonical_formdelta,20260529.0,212.39186882972717,0.05899774134159088,498404.0,498643.0,13.390751418513606,False
simple_residual_seed20260530,simple_residual,20260530.0,97.64598774909973,0.027123885485861036,,,10.620976724084162,False
canonical_formdelta_seed20260530,canonical_formdelta,20260530.0,138.51761841773987,0.038477116227149964,498404.0,498643.0,13.382697234698256,False
