id,formula,cif_path,split,y_true,model_energy_per_atom,pred_element_reference,pred_affine_energy_composition,pred_composition_only_linear,natoms,nelements
mp-1102378,NdRe2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1102378.cif,train,-0.0110741149999948,-9.849802017211914,0.0564946159970691,0.0559652312628484,-0.0990914600830907,12,2
mp-1226644,CeAl2Cu3,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1226644.cif,train,-0.3980936016666684,-4.648127555847168,-0.3931092550896986,-0.3928388217250234,-0.3136289389139096,6,3
mp-2067,ThGa2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-2067.cif,train,-0.7449632983333316,-5.125533739725749,-0.6694210877856017,-0.6689042861718066,-0.5175331884629624,6,2
mp-866281,Er2PdRu,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-866281.cif,train,-0.7369339729166668,-6.597249507904053,-0.7652917545911917,-0.7654487163539709,-0.8114227878235826,4,3
mp-23262,Bi2O3,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-23262.cif,train,-1.3195672397500005,-5.743766784667969,-1.5622378728041202,-1.5635377600430758,-1.9442744934348437,20,2
mp-1106363,Ho3Sb4Au3,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1106363.cif,train,-0.9141776789999996,-4.799186325073242,-0.862969705647703,-0.862178812683827,-0.6305264089135053,20,3
mp-7571,KNbF6,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-7571.cif,train,-3.2635532110937504,-5.895343780517578,-3.425896776400005,-3.4245033443376816,-3.0163673493689034,16,3
mp-4659,Cd(PO3)2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-4659.cif,train,-2.195618058161374,-6.572726779513889,-2.3808362452663108,-2.380923145317486,-2.406376154331733,72,3
mp-27772,Nb3I8,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-27772.cif,train,-0.6423042081818214,-4.377557581121272,-0.605847102560471,-0.6070779289752402,-0.9675867596570964,22,2
mp-865429,YbYRh2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-865429.cif,train,-0.9733468437500008,-6.436577320098877,-0.8838998375731588,-0.8835215832477825,-0.7727309608620787,4,3
mp-865669,TiSiTc2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-865669.cif,train,-0.5824303279166685,-9.0618896484375,-0.515270686288595,-0.5145784986034077,-0.3118368528111146,4,3
mp-540796,Cs2Sn2O3,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-540796.cif,train,-1.577504956607143,-4.943246023995536,-1.7073457813634816,-1.7074112038440932,-1.7265734363876657,28,3
mp-1187378,TbYbPd2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1187378.cif,train,-0.9502917662500004,-5.00789213180542,-0.9940654197689058,-0.9932718958216906,-0.7608488775187265,4,3
mp-8936,SnSe,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-8936.cif,train,-0.3659070845312513,-4.130730628967285,-0.4714219959243859,-0.472459392617246,-0.7763126933022639,4,2
