epoch,train_loss,train_main_loss,train_risk_loss,train_pos_loss,train_near_loss,train_rank_loss,train_tail_l2_loss,train_moe_load_balance_loss,train_router_anchor_loss,train_risk_branch_anchor_loss,train_dual_reference_gate_prior_loss,train_dual_reference_gate_entropy,train_moe_entropy,train_moe_max_usage,train_primary_masked_fraction,val_mae_mev_atom
1,0.2525254860520363,0.2525254860520363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.39603424072266
2,0.23395347967743874,0.23395347967743874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.27044677734375
3,0.22632978111505508,0.22632978111505508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.77214813232422
4,0.2233731634914875,0.2233731634914875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.15998840332031
5,0.22163018584251404,0.22163018584251404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.71882629394531
6,0.21891693398356438,0.21891693398356438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.79076385498047
7,0.21812066808342934,0.21812066808342934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.02556610107422
8,0.21600259095430374,0.21600259095430374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.92601013183594
9,0.21536161378026009,0.21536161378026009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.6527099609375
10,0.21380484849214554,0.21380484849214554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.10372161865234
11,0.21226653829216957,0.21226653829216957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.84213256835938
12,0.21099556982517242,0.21099556982517242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.72277069091797
13,0.21012158691883087,0.21012158691883087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.45352172851562
14,0.2083735466003418,0.2083735466003418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.43682861328125
15,0.20718613639473915,0.20718613639473915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.17049407958984
16,0.20611725002527237,0.20611725002527237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.13314819335938
17,0.20470797270536423,0.20470797270536423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.86686706542969
18,0.2036658450961113,0.2036658450961113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.8760757446289
19,0.20225407555699348,0.20225407555699348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.24844360351562
20,0.20119401440024376,0.20119401440024376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.19159698486328
21,0.19950447604060173,0.19950447604060173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.90309143066406
22,0.19831369444727898,0.19831369444727898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.75955200195312
23,0.19730844348669052,0.19730844348669052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.5960464477539
24,0.19644753262400627,0.19644753262400627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.19161987304688
25,0.1949145756661892,0.1949145756661892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.8845443725586
26,0.19326188787817955,0.19326188787817955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.8306655883789
27,0.19260956346988678,0.19260956346988678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.31581115722656
28,0.1917196772992611,0.1917196772992611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.16926574707031
29,0.1902853325009346,0.1902853325009346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.26219177246094
30,0.18899528682231903,0.18899528682231903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.98885345458984
31,0.18767008930444717,0.18767008930444717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.89251708984375
32,0.18669064715504646,0.18669064715504646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.93592834472656
33,0.18538107722997665,0.18538107722997665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.20816802978516
34,0.18402167782187462,0.18402167782187462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.51634216308594
35,0.183944433927536,0.183944433927536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.35415649414062
