run_id,method,method_label,fraction,seed,split,pred_col,status,n,mae_mev_atom,rmse_mev_atom,median_abs_mev_atom,p90_abs_mev_atom,p95_abs_mev_atom,p99_abs_mev_atom,bias_mev_atom,r2
raw_frac050_seed20260528,raw,Raw pretrained PBE/GGA predictor,0.05,20260528,train,model_energy_per_atom,baseline_only,29692,4507.124406154977,4895.432960962167,4353.81401846763,7063.056806019905,8102.79165184277,9961.718467740799,-4507.1243075231105,-23.368273252553905
raw_frac050_seed20260528,raw,Raw pretrained PBE/GGA predictor,0.05,20260528,val,model_energy_per_atom,baseline_only,3712,4524.424723476253,4903.091323745127,4376.554120550105,7025.3955966116455,8058.967558171445,9859.598648577683,-4524.424723476253,-23.598234582457753
raw_frac050_seed20260528,raw,Raw pretrained PBE/GGA predictor,0.05,20260528,test,model_energy_per_atom,baseline_only,3711,4511.14619559229,4891.874148198089,4328.789101071778,7004.029861092121,8016.205878182313,9794.516867372045,-4511.14619559229,-22.738404734247148
raw_frac050_seed20260528,raw,Raw pretrained PBE/GGA predictor,0.05,20260528,train_used,model_energy_per_atom,baseline_only,1485,4397.99749509349,4772.017953174769,4274.607074339602,6738.4359895370935,7832.118747476967,9750.743834620429,-4397.99749509349,-21.71657484178412
raw_frac050_seed20260528,raw,Raw pretrained PBE/GGA predictor,0.05,20260528,train_full,model_energy_per_atom,baseline_only,29692,4507.124406154977,4895.432960962167,4353.81401846763,7063.056806019905,8102.79165184277,9961.718467740799,-4507.1243075231105,-23.368273252553905
element_reference_frac050_seed20260528,element_reference,Element-reference calibration,0.05,20260528,train,pred_element_reference,baseline_only,29692,115.26306374495556,202.94459361396926,71.17966390952618,251.49691474975717,391.2517518189956,757.1448477766414,-4.3646842245803095,0.9581208832764945
element_reference_frac050_seed20260528,element_reference,Element-reference calibration,0.05,20260528,val,pred_element_reference,baseline_only,3712,113.93966353041456,207.27270509080128,68.84705090769836,241.6344179676449,384.061478939846,792.2222699445372,-3.28414605493495,0.9560409594610577
element_reference_frac050_seed20260528,element_reference,Element-reference calibration,0.05,20260528,test,pred_element_reference,baseline_only,3711,111.94696095487743,185.38178599407294,70.25259163818498,243.1475286875173,373.24405447748546,697.0887519254021,-10.250829430921142,0.9659093640526287
element_reference_frac050_seed20260528,element_reference,Element-reference calibration,0.05,20260528,train_used,pred_element_reference,baseline_only,1485,108.34466084410336,172.1009302513807,65.37109606039326,241.56367943612094,379.1054149779958,667.0764967878426,3.5785815014618005e-12,0.9704535608970355
element_reference_frac050_seed20260528,element_reference,Element-reference calibration,0.05,20260528,train_full,pred_element_reference,baseline_only,29692,115.26306374495556,202.94459361396926,71.17966390952618,251.49691474975717,391.2517518189956,757.1448477766414,-4.3646842245803095,0.9581208832764945
affine_energy_composition_frac050_seed20260528,affine_energy_composition,Linear energy+composition calibration,0.05,20260528,train,pred_affine_energy_composition,baseline_only,29692,115.9260686832524,202.61859687061266,71.57645588448602,254.64683216114565,395.6123141353171,748.5016603149421,-4.106659063367954,0.9582553188899164
affine_energy_composition_frac050_seed20260528,affine_energy_composition,Linear energy+composition calibration,0.05,20260528,val,pred_affine_energy_composition,baseline_only,3712,114.26730573236183,206.3746173407049,68.98670051576661,245.39045739565233,385.74509281154053,778.84616535718,-2.913065667837671,0.9564210726722839
affine_energy_composition_frac050_seed20260528,affine_energy_composition,Linear energy+composition calibration,0.05,20260528,test,pred_affine_energy_composition,baseline_only,3711,112.6868380225923,185.6747905834329,70.31915903794972,245.9966497488709,373.5794344780719,689.8953949895595,-9.89454462266644,0.9658015151984685
affine_energy_composition_frac050_seed20260528,affine_energy_composition,Linear energy+composition calibration,0.05,20260528,train_used,pred_affine_energy_composition,baseline_only,1485,108.7901048460854,171.92848561436327,66.55808114994377,241.5741852932925,393.0120014719387,663.9191165448185,4.214062694008187e-12,0.9705127421264286
affine_energy_composition_frac050_seed20260528,affine_energy_composition,Linear energy+composition calibration,0.05,20260528,train_full,pred_affine_energy_composition,baseline_only,29692,115.9260686832524,202.61859687061266,71.57645588448602,254.64683216114565,395.6123141353171,748.5016603149421,-4.106659063367954,0.9582553188899164
composition_only_linear_frac050_seed20260528,composition_only_linear,Composition-only linear baseline,0.05,20260528,train,pred_composition_only_linear,baseline_only,29692,393.55633450312337,581.1216082227684,267.03682410440217,916.5324640067946,1147.3011022442724,1743.92166513828,12.618704841563,0.6566187403169588
composition_only_linear_frac050_seed20260528,composition_only_linear,Composition-only linear baseline,0.05,20260528,val,pred_composition_only_linear,baseline_only,3712,388.22029976305845,570.754241574641,272.8265112853305,879.8393447840708,1119.0421407702372,1656.5646266277356,21.140613732241977,0.6666793121367316
composition_only_linear_frac050_seed20260528,composition_only_linear,Composition-only linear baseline,0.05,20260528,test,pred_composition_only_linear,baseline_only,3711,397.83421630659274,587.7649260763484,270.53177777108806,921.7078237263934,1150.586174513315,1658.6906576584697,13.20007509839697,0.6573045703750282
composition_only_linear_frac050_seed20260528,composition_only_linear,Composition-only linear baseline,0.05,20260528,train_used,pred_composition_only_linear,baseline_only,1485,362.73953564305776,528.1300508146443,232.4027799603998,859.7641149375161,1126.8732824912204,1754.6106415327006,9.055233181319795e-13,0.7217594189410959
composition_only_linear_frac050_seed20260528,composition_only_linear,Composition-only linear baseline,0.05,20260528,train_full,pred_composition_only_linear,baseline_only,29692,393.55633450312337,581.1216082227684,267.03682410440217,916.5324640067946,1147.3011022442724,1743.92166513828,12.618704841563,0.6566187403169588
