run_id,method,method_label,fraction,seed,split,pred_col,status,n,mae_mev_atom,rmse_mev_atom,median_abs_mev_atom,p90_abs_mev_atom,p95_abs_mev_atom,p99_abs_mev_atom,bias_mev_atom,r2
raw_frac010_seed20260528,raw,Raw pretrained PBE/GGA predictor,0.01,20260528,train,model_energy_per_atom,baseline_only,29692,4507.124406154977,4895.432960962167,4353.81401846763,7063.056806019905,8102.79165184277,9961.718467740799,-4507.1243075231105,-23.368273252553905
raw_frac010_seed20260528,raw,Raw pretrained PBE/GGA predictor,0.01,20260528,val,model_energy_per_atom,baseline_only,3712,4524.424723476253,4903.091323745127,4376.554120550105,7025.3955966116455,8058.967558171445,9859.598648577683,-4524.424723476253,-23.598234582457753
raw_frac010_seed20260528,raw,Raw pretrained PBE/GGA predictor,0.01,20260528,test,model_energy_per_atom,baseline_only,3711,4511.14619559229,4891.874148198089,4328.789101071778,7004.029861092121,8016.205878182313,9794.516867372045,-4511.14619559229,-22.738404734247148
raw_frac010_seed20260528,raw,Raw pretrained PBE/GGA predictor,0.01,20260528,train_used,model_energy_per_atom,baseline_only,297,4577.903414081347,4969.145257715893,4486.89899583724,6991.097649058728,7927.590951112627,10064.251837640953,-4577.903414081347,-22.52234664781791
raw_frac010_seed20260528,raw,Raw pretrained PBE/GGA predictor,0.01,20260528,train_full,model_energy_per_atom,baseline_only,29692,4507.124406154977,4895.432960962167,4353.81401846763,7063.056806019905,8102.79165184277,9961.718467740799,-4507.1243075231105,-23.368273252553905
element_reference_frac010_seed20260528,element_reference,Element-reference calibration,0.01,20260528,train,pred_element_reference,baseline_only,29692,161.1092360514356,357.3126595085827,91.18611019465772,316.246143117807,514.8086579561034,1345.6168171361683,-36.75281817927289,0.8701806747319162
element_reference_frac010_seed20260528,element_reference,Element-reference calibration,0.01,20260528,val,pred_element_reference,baseline_only,3712,155.9358255745265,331.0010242103075,89.13297011751708,302.10316337513206,511.9996484253727,1338.7323709401812,-29.958991635442946,0.8878956023981377
element_reference_frac010_seed20260528,element_reference,Element-reference calibration,0.01,20260528,test,pred_element_reference,baseline_only,3711,151.5712524965674,306.90565061230313,91.00328896329435,290.56694521494865,465.07525737532524,1184.039926620579,-38.38234777070773,0.906564750808447
element_reference_frac010_seed20260528,element_reference,Element-reference calibration,0.01,20260528,train_used,pred_element_reference,baseline_only,297,96.19989007516364,150.69469264704802,63.08239454951226,204.24150927548806,324.89284267762855,629.4545639747881,-1.984196570609539e-12,0.9783671780611173
element_reference_frac010_seed20260528,element_reference,Element-reference calibration,0.01,20260528,train_full,pred_element_reference,baseline_only,29692,161.1092360514356,357.3126595085827,91.18611019465772,316.246143117807,514.8086579561034,1345.6168171361683,-36.75281817927289,0.8701806747319162
affine_energy_composition_frac010_seed20260528,affine_energy_composition,Linear energy+composition calibration,0.01,20260528,train,pred_affine_energy_composition,baseline_only,29692,162.00968685369435,355.3144755098982,91.80405192986146,319.98429694115094,514.2785858061837,1345.1888568811964,-37.22375678342379,0.8716285807482879
affine_energy_composition_frac010_seed20260528,affine_energy_composition,Linear energy+composition calibration,0.01,20260528,val,pred_affine_energy_composition,baseline_only,3712,156.47313496657446,329.0113218904363,89.61164264618438,306.52988755067037,511.4462910563635,1319.5054811336088,-30.420031152675854,0.8892393080376054
affine_energy_composition_frac010_seed20260528,affine_energy_composition,Linear energy+composition calibration,0.01,20260528,test,pred_affine_energy_composition,baseline_only,3711,152.55214690630825,305.6273696749621,91.89094451712066,293.2783616771708,471.48295215943295,1160.2780153471992,-38.808674867556526,0.9073414570534736
affine_energy_composition_frac010_seed20260528,affine_energy_composition,Linear energy+composition calibration,0.01,20260528,train_used,pred_affine_energy_composition,baseline_only,297,96.47430815820391,150.6073477772421,62.07338281560393,206.90576822707456,338.27058059427037,616.8157938888728,-9.906030354399545e-13,0.9783922481997785
affine_energy_composition_frac010_seed20260528,affine_energy_composition,Linear energy+composition calibration,0.01,20260528,train_full,pred_affine_energy_composition,baseline_only,29692,162.00968685369435,355.3144755098982,91.80405192986146,319.98429694115094,514.2785858061837,1345.1888568811964,-37.22375678342379,0.8716285807482879
composition_only_linear_frac010_seed20260528,composition_only_linear,Composition-only linear baseline,0.01,20260528,train,pred_composition_only_linear,baseline_only,29692,473.8399311716816,692.3330952908575,331.4714950714626,1027.8708249687265,1378.598481717275,2448.6607570123947,-77.15145054065762,0.5126143640270016
composition_only_linear_frac010_seed20260528,composition_only_linear,Composition-only linear baseline,0.01,20260528,val,pred_composition_only_linear,baseline_only,3712,460.33591943083565,668.2650187724943,335.3920317563438,1013.2117307758632,1329.0678857779992,2177.8211158112526,-69.50844795063541,0.5430576297970506
composition_only_linear_frac010_seed20260528,composition_only_linear,Composition-only linear baseline,0.01,20260528,test,pred_composition_only_linear,baseline_only,3711,465.5866499863192,680.2110860348687,321.51941878864244,1020.2062831538035,1353.5274902973754,2493.4908334860056,-74.9540604474257,0.5410256762562924
composition_only_linear_frac010_seed20260528,composition_only_linear,Composition-only linear baseline,0.01,20260528,train_used,pred_composition_only_linear,baseline_only,297,327.36602049216384,460.7995910233083,237.83765353594865,732.2454249126075,883.4714628769809,1662.793697439619,-3.289549702593056e-13,0.7977253625674834
composition_only_linear_frac010_seed20260528,composition_only_linear,Composition-only linear baseline,0.01,20260528,train_full,pred_composition_only_linear,baseline_only,29692,473.8399311716816,692.3330952908575,331.4714950714626,1027.8708249687265,1378.598481717275,2448.6607570123947,-77.15145054065762,0.5126143640270016
