run_id,method,method_label,fraction,seed,split,pred_col,status,n,mae_mev_atom,rmse_mev_atom,median_abs_mev_atom,p90_abs_mev_atom,p95_abs_mev_atom,p99_abs_mev_atom,bias_mev_atom,r2
raw_frac1000_seed20260529,raw,Raw pretrained PBE/GGA predictor,1.0,20260529,train,model_energy_per_atom,baseline_only,29692,4507.124406154977,4895.432960962167,4353.81401846763,7063.056806019905,8102.79165184277,9961.718467740799,-4507.1243075231105,-23.368273252553905
raw_frac1000_seed20260529,raw,Raw pretrained PBE/GGA predictor,1.0,20260529,val,model_energy_per_atom,baseline_only,3712,4524.424723476253,4903.091323745127,4376.554120550105,7025.3955966116455,8058.967558171445,9859.598648577683,-4524.424723476253,-23.598234582457753
raw_frac1000_seed20260529,raw,Raw pretrained PBE/GGA predictor,1.0,20260529,test,model_energy_per_atom,baseline_only,3711,4511.14619559229,4891.874148198089,4328.789101071778,7004.029861092121,8016.205878182313,9794.516867372045,-4511.14619559229,-22.738404734247148
raw_frac1000_seed20260529,raw,Raw pretrained PBE/GGA predictor,1.0,20260529,train_used,model_energy_per_atom,baseline_only,29692,4507.124406154977,4895.432960962167,4353.81401846763,7063.056806019905,8102.79165184277,9961.718467740799,-4507.1243075231105,-23.368273252553905
raw_frac1000_seed20260529,raw,Raw pretrained PBE/GGA predictor,1.0,20260529,train_full,model_energy_per_atom,baseline_only,29692,4507.124406154977,4895.432960962167,4353.81401846763,7063.056806019905,8102.79165184277,9961.718467740799,-4507.1243075231105,-23.368273252553905
element_reference_frac1000_seed20260529,element_reference,Element-reference calibration,1.0,20260529,train,pred_element_reference,baseline_only,29692,106.92713726628237,173.60657009738432,63.954821760244144,245.52402247645782,381.62500604041907,702.0142930031881,-4.988525347142013e-12,0.9693539253919742
element_reference_frac1000_seed20260529,element_reference,Element-reference calibration,1.0,20260529,val,pred_element_reference,baseline_only,3712,104.48331520634407,167.4312853174298,63.204583885728276,237.02245082869683,374.14087019927746,665.1452230072432,1.1442732532511042,0.9713161662632774
element_reference_frac1000_seed20260529,element_reference,Element-reference calibration,1.0,20260529,test,pred_element_reference,baseline_only,3711,103.98907226897539,166.80174919763675,65.15005878055958,233.40382525904445,364.1270690313595,661.721026863001,-4.354698229303334,0.9724004386082528
element_reference_frac1000_seed20260529,element_reference,Element-reference calibration,1.0,20260529,train_used,pred_element_reference,baseline_only,29692,106.92713726628237,173.60657009738432,63.954821760244144,245.52402247645782,381.62500604041907,702.0142930031881,-4.988525347142013e-12,0.9693539253919742
element_reference_frac1000_seed20260529,element_reference,Element-reference calibration,1.0,20260529,train_full,pred_element_reference,baseline_only,29692,106.92713726628237,173.60657009738432,63.954821760244144,245.52402247645782,381.62500604041907,702.0142930031881,-4.988525347142013e-12,0.9693539253919742
affine_energy_composition_frac1000_seed20260529,affine_energy_composition,Linear energy+composition calibration,1.0,20260529,train,pred_affine_energy_composition,baseline_only,29692,107.09692272878598,173.59837301554577,64.14982853977415,246.24241071016058,381.4871179568898,700.6362706347082,5.50925180309445e-12,0.9693568193199041
affine_energy_composition_frac1000_seed20260529,affine_energy_composition,Linear energy+composition calibration,1.0,20260529,val,pred_affine_energy_composition,baseline_only,3712,104.59597096775792,167.32908138183274,63.18956136248102,237.85641663463866,372.1493047544326,662.9688554640793,1.173619531070018,0.9713511741285262
affine_energy_composition_frac1000_seed20260529,affine_energy_composition,Linear energy+composition calibration,1.0,20260529,test,pred_affine_energy_composition,baseline_only,3711,104.15822204048794,166.82904326153488,65.50261150414217,235.4355958288803,363.32827153909096,662.29736289438,-4.330251726214451,0.9723914055396182
affine_energy_composition_frac1000_seed20260529,affine_energy_composition,Linear energy+composition calibration,1.0,20260529,train_used,pred_affine_energy_composition,baseline_only,29692,107.09692272878598,173.59837301554577,64.14982853977415,246.24241071016058,381.4871179568898,700.6362706347082,5.50925180309445e-12,0.9693568193199041
affine_energy_composition_frac1000_seed20260529,affine_energy_composition,Linear energy+composition calibration,1.0,20260529,train_full,pred_affine_energy_composition,baseline_only,29692,107.09692272878598,173.59837301554577,64.14982853977415,246.24241071016058,381.4871179568898,700.6362706347082,5.50925180309445e-12,0.9693568193199041
composition_only_linear_frac1000_seed20260529,composition_only_linear,Composition-only linear baseline,1.0,20260529,train,pred_composition_only_linear,baseline_only,29692,373.4651031710247,540.1708611102706,243.21225929733313,874.6377935468412,1146.7193861386486,1714.726450665055,-1.0642825552402902e-11,0.7033086759951226
composition_only_linear_frac1000_seed20260529,composition_only_linear,Composition-only linear baseline,1.0,20260529,val,pred_composition_only_linear,baseline_only,3712,364.5071753261349,517.9373396753565,244.7685895097716,854.0675167719903,1103.5096915824854,1613.3974430937717,10.071156458365632,0.7255151255108998
composition_only_linear_frac1000_seed20260529,composition_only_linear,Composition-only linear baseline,1.0,20260529,test,pred_composition_only_linear,baseline_only,3711,374.516003064601,537.9054083814397,238.67819920117773,882.552891455704,1161.0103018116615,1613.1365590320083,3.0817159959828704,0.7129795764669811
composition_only_linear_frac1000_seed20260529,composition_only_linear,Composition-only linear baseline,1.0,20260529,train_used,pred_composition_only_linear,baseline_only,29692,373.4651031710247,540.1708611102706,243.21225929733313,874.6377935468412,1146.7193861386486,1714.726450665055,-1.0642825552402902e-11,0.7033086759951226
composition_only_linear_frac1000_seed20260529,composition_only_linear,Composition-only linear baseline,1.0,20260529,train_full,pred_composition_only_linear,baseline_only,29692,373.4651031710247,540.1708611102706,243.21225929733313,874.6377935468412,1146.7193861386486,1714.726450665055,-1.0642825552402902e-11,0.7033086759951226
