run_id,method,method_label,fraction,seed,split,pred_col,status,n,mae_mev_atom,rmse_mev_atom,median_abs_mev_atom,p90_abs_mev_atom,p95_abs_mev_atom,p99_abs_mev_atom,bias_mev_atom,r2
raw_frac250_seed20260530,raw,Raw pretrained PBE/GGA predictor,0.25,20260530,train,model_energy_per_atom,baseline_only,29692,4507.124406154977,4895.432960962167,4353.81401846763,7063.056806019905,8102.79165184277,9961.718467740799,-4507.1243075231105,-23.368273252553905
raw_frac250_seed20260530,raw,Raw pretrained PBE/GGA predictor,0.25,20260530,val,model_energy_per_atom,baseline_only,3712,4524.424723476253,4903.091323745127,4376.554120550105,7025.3955966116455,8058.967558171445,9859.598648577683,-4524.424723476253,-23.598234582457753
raw_frac250_seed20260530,raw,Raw pretrained PBE/GGA predictor,0.25,20260530,test,model_energy_per_atom,baseline_only,3711,4511.14619559229,4891.874148198089,4328.789101071778,7004.029861092121,8016.205878182313,9794.516867372045,-4511.14619559229,-22.738404734247148
raw_frac250_seed20260530,raw,Raw pretrained PBE/GGA predictor,0.25,20260530,train_used,model_energy_per_atom,baseline_only,7423,4462.59115784039,4844.754802229151,4309.394921582032,6919.231840782812,8001.3578285268495,9910.889560630152,-4462.59115784039,-22.692592710557527
raw_frac250_seed20260530,raw,Raw pretrained PBE/GGA predictor,0.25,20260530,train_full,model_energy_per_atom,baseline_only,29692,4507.124406154977,4895.432960962167,4353.81401846763,7063.056806019905,8102.79165184277,9961.718467740799,-4507.1243075231105,-23.368273252553905
element_reference_frac250_seed20260530,element_reference,Element-reference calibration,0.25,20260530,train,pred_element_reference,baseline_only,29692,108.26283467300703,190.4995648553301,63.552136672230226,242.45480158024142,376.5976420188788,720.0158281257595,3.9119304625935167,0.9630996473482795
element_reference_frac250_seed20260530,element_reference,Element-reference calibration,0.25,20260530,val,pred_element_reference,baseline_only,3712,105.93447940960988,190.05635533199387,63.651614550907176,233.84423110307813,374.06513608435864,687.2464422908932,5.425672165723405,0.9630402719185781
element_reference_frac250_seed20260530,element_reference,Element-reference calibration,0.25,20260530,test,pred_element_reference,baseline_only,3711,104.12898933145526,167.47033526337944,65.67222401122785,228.5289487872512,351.57649743179496,674.1066286524194,-1.385099670560122,0.9721787423262755
element_reference_frac250_seed20260530,element_reference,Element-reference calibration,0.25,20260530,train_used,pred_element_reference,baseline_only,7423,108.60647387697175,174.51352939352032,63.49400213915146,250.65129793654216,389.91937488907297,682.4705709092906,6.347550204107725e-12,0.969258348940994
element_reference_frac250_seed20260530,element_reference,Element-reference calibration,0.25,20260530,train_full,pred_element_reference,baseline_only,29692,108.26283467300703,190.4995648553301,63.552136672230226,242.45480158024142,376.5976420188788,720.0158281257595,3.9119304625935167,0.9630996473482795
affine_energy_composition_frac250_seed20260530,affine_energy_composition,Linear energy+composition calibration,0.25,20260530,train,pred_affine_energy_composition,baseline_only,29692,108.21304361859872,190.54353871716,63.498717234344745,242.11680512162596,376.23710230597595,720.5632978445394,3.9174808209810923,0.9630826096370165
affine_energy_composition_frac250_seed20260530,affine_energy_composition,Linear energy+composition calibration,0.25,20260530,val,pred_affine_energy_composition,baseline_only,3712,105.90434934249096,190.13962776732487,63.555685900474515,233.88573806268505,372.3202217992997,688.3102221134626,5.421872463416925,0.963007877307959
affine_energy_composition_frac250_seed20260530,affine_energy_composition,Linear energy+composition calibration,0.25,20260530,test,pred_affine_energy_composition,baseline_only,3711,104.07789977648837,167.465789957358,65.6451349567253,228.65292184067144,351.2446705757387,675.0807733165494,-1.3890999806160016,0.9721802524971814
affine_energy_composition_frac250_seed20260530,affine_energy_composition,Linear energy+composition calibration,0.25,20260530,train_used,pred_affine_energy_composition,baseline_only,7423,108.55759571173496,174.51266462048997,63.45508222755791,250.43974160884432,390.1592647685634,683.2035602774125,-6.45763024534767e-13,0.9692586536106088
affine_energy_composition_frac250_seed20260530,affine_energy_composition,Linear energy+composition calibration,0.25,20260530,train_full,pred_affine_energy_composition,baseline_only,29692,108.21304361859872,190.54353871716,63.498717234344745,242.11680512162596,376.23710230597595,720.5632978445394,3.9174808209810923,0.9630826096370165
composition_only_linear_frac250_seed20260530,composition_only_linear,Composition-only linear baseline,0.25,20260530,train,pred_composition_only_linear,baseline_only,29692,375.92238864904044,542.6290829603571,245.33822231820113,879.7507834502283,1150.434862329812,1731.9708401432547,-1.243722203422963,0.700602152260306
composition_only_linear_frac250_seed20260530,composition_only_linear,Composition-only linear baseline,0.25,20260530,val,pred_composition_only_linear,baseline_only,3712,366.0854272862099,520.1852749644731,241.31846977333595,861.4369474689539,1111.5579880185146,1611.2091169122255,8.954915175092166,0.7231273338501025
composition_only_linear_frac250_seed20260530,composition_only_linear,Composition-only linear baseline,0.25,20260530,test,pred_composition_only_linear,baseline_only,3711,376.54266707800446,538.7569258079841,243.26045581157484,884.4702711076712,1163.0999234257317,1650.289727599032,2.3306451798886547,0.7120701364930321
composition_only_linear_frac250_seed20260530,composition_only_linear,Composition-only linear baseline,0.25,20260530,train_used,pred_composition_only_linear,baseline_only,7423,374.219170310335,539.5934878741831,243.6396642171591,864.4915037135996,1146.010142022297,1719.620501510413,-5.00852222419878e-12,0.7060981062823033
composition_only_linear_frac250_seed20260530,composition_only_linear,Composition-only linear baseline,0.25,20260530,train_full,pred_composition_only_linear,baseline_only,29692,375.92238864904044,542.6290829603571,245.33822231820113,879.7507834502283,1150.434862329812,1731.9708401432547,-1.243722203422963,0.700602152260306
