run_id,method,method_label,fraction,seed,split,pred_col,status,n,mae_mev_atom,rmse_mev_atom,median_abs_mev_atom,p90_abs_mev_atom,p95_abs_mev_atom,p99_abs_mev_atom,bias_mev_atom,r2
raw_frac010_seed20260530,raw,Raw pretrained PBE/GGA predictor,0.01,20260530,train,model_energy_per_atom,baseline_only,29692,4507.124406154977,4895.432960962167,4353.81401846763,7063.056806019905,8102.79165184277,9961.718467740799,-4507.1243075231105,-23.368273252553905
raw_frac010_seed20260530,raw,Raw pretrained PBE/GGA predictor,0.01,20260530,val,model_energy_per_atom,baseline_only,3712,4524.424723476253,4903.091323745127,4376.554120550105,7025.3955966116455,8058.967558171445,9859.598648577683,-4524.424723476253,-23.598234582457753
raw_frac010_seed20260530,raw,Raw pretrained PBE/GGA predictor,0.01,20260530,test,model_energy_per_atom,baseline_only,3711,4511.14619559229,4891.874148198089,4328.789101071778,7004.029861092121,8016.205878182313,9794.516867372045,-4511.14619559229,-22.738404734247148
raw_frac010_seed20260530,raw,Raw pretrained PBE/GGA predictor,0.01,20260530,train_used,model_energy_per_atom,baseline_only,297,4450.230692407987,4852.908528705973,4281.055089021273,6888.280942919727,8340.11335569512,9807.183840345315,-4450.230692407987,-24.296812807046212
raw_frac010_seed20260530,raw,Raw pretrained PBE/GGA predictor,0.01,20260530,train_full,model_energy_per_atom,baseline_only,29692,4507.124406154977,4895.432960962167,4353.81401846763,7063.056806019905,8102.79165184277,9961.718467740799,-4507.1243075231105,-23.368273252553905
element_reference_frac010_seed20260530,element_reference,Element-reference calibration,0.01,20260530,train,pred_element_reference,baseline_only,29692,155.86632349685564,340.3165195266839,86.32180128793931,322.27256078161133,472.7853292066933,1181.9442913243972,-5.707505213383277,0.8822370699799473
element_reference_frac010_seed20260530,element_reference,Element-reference calibration,0.01,20260530,val,pred_element_reference,baseline_only,3712,146.93842865207074,302.40271203907673,84.73035196277873,300.61775547025303,430.36005478392957,949.0471839882516,3.5761509426137374,0.9064302783453264
element_reference_frac010_seed20260530,element_reference,Element-reference calibration,0.01,20260530,test,pred_element_reference,baseline_only,3711,145.72470483760765,278.8285056057996,86.53517420410716,309.1064662850429,437.6038921102201,955.8316154735558,-5.3886794223323085,0.9228785260279705
element_reference_frac010_seed20260530,element_reference,Element-reference calibration,0.01,20260530,train_used,pred_element_reference,baseline_only,297,98.37296472315246,150.2162937504173,60.89422045474088,220.4562261158068,329.05703625157616,590.793817609635,2.2922180427614343e-12,0.9757620613900839
element_reference_frac010_seed20260530,element_reference,Element-reference calibration,0.01,20260530,train_full,pred_element_reference,baseline_only,29692,155.86632349685564,340.3165195266839,86.32180128793931,322.27256078161133,472.7853292066933,1181.9442913243972,-5.707505213383277,0.8822370699799473
affine_energy_composition_frac010_seed20260530,affine_energy_composition,Linear energy+composition calibration,0.01,20260530,train,pred_affine_energy_composition,baseline_only,29692,155.8644256010741,339.8218120206669,86.45306875930703,322.21873038139114,473.16672390884247,1177.881340618458,-5.706377764914079,0.8825791977228187
affine_energy_composition_frac010_seed20260530,affine_energy_composition,Linear energy+composition calibration,0.01,20260530,val,pred_affine_energy_composition,baseline_only,3712,146.90068878666014,301.9168295341617,84.57807822414607,300.3196769480555,430.545229357832,947.885397922402,3.5614467547675024,0.9067307211959325
affine_energy_composition_frac010_seed20260530,affine_energy_composition,Linear energy+composition calibration,0.01,20260530,test,pred_affine_energy_composition,baseline_only,3711,145.72260248787305,278.4625368200926,86.87703025576266,307.53313876428723,437.6105377453292,953.4674890284185,-5.400930358622221,0.923080840563663
affine_energy_composition_frac010_seed20260530,affine_energy_composition,Linear energy+composition calibration,0.01,20260530,train_used,pred_affine_energy_composition,baseline_only,297,98.43485235633682,150.21385993292725,61.06960074651632,220.07118174457563,328.44930615884914,589.2734082166669,2.2787607939780992e-12,0.9757628467941111
affine_energy_composition_frac010_seed20260530,affine_energy_composition,Linear energy+composition calibration,0.01,20260530,train_full,pred_affine_energy_composition,baseline_only,29692,155.8644256010741,339.8218120206669,86.45306875930703,322.21873038139114,473.16672390884247,1177.881340618458,-5.706377764914079,0.8825791977228187
composition_only_linear_frac010_seed20260530,composition_only_linear,Composition-only linear baseline,0.01,20260530,train,pred_composition_only_linear,baseline_only,29692,454.3295525069458,658.4318751522526,319.0293561251262,1013.4296056441656,1279.6810129646422,2155.818179509789,-5.15932817955594,0.5591770108336024
composition_only_linear_frac010_seed20260530,composition_only_linear,Composition-only linear baseline,0.01,20260530,val,pred_composition_only_linear,baseline_only,3712,441.92727745409246,614.4370149964938,325.73581041257836,979.1314692558735,1236.0766903078365,1831.565583190744,-3.5734284753275456,0.6137053304594696
composition_only_linear_frac010_seed20260530,composition_only_linear,Composition-only linear baseline,0.01,20260530,test,pred_composition_only_linear,baseline_only,3711,461.25090540003055,670.1237319388297,323.86412678543496,1008.41650806674,1282.1287652687138,2332.6155930469718,-11.345419554562188,0.5545376785777345
composition_only_linear_frac010_seed20260530,composition_only_linear,Composition-only linear baseline,0.01,20260530,train_used,pred_composition_only_linear,baseline_only,297,296.6199370561917,444.68878836170614,185.7492056355403,648.9298841623827,948.0248573411029,1533.986551329872,5.3828995133340926e-14,0.7875904904748655
composition_only_linear_frac010_seed20260530,composition_only_linear,Composition-only linear baseline,0.01,20260530,train_full,pred_composition_only_linear,baseline_only,29692,454.3295525069458,658.4318751522526,319.0293561251262,1013.4296056441656,1279.6810129646422,2155.818179509789,-5.15932817955594,0.5591770108336024
