id,formula,cif_path,split,y_true,model_energy_per_atom,pred_element_reference,pred_affine_energy_composition,pred_composition_only_linear,natoms,nelements
mp-1102378,NdRe2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1102378.cif,train,-0.0110741149999948,-9.849802017211914,0.1227783854683792,0.1228823128530036,0.0262439569587635,12,2
mp-1226644,CeAl2Cu3,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1226644.cif,train,-0.3980936016666684,-4.648127555847168,-0.3903036046200112,-0.3904107918127835,-0.2907412570470239,6,3
mp-2067,ThGa2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-2067.cif,train,-0.7449632983333316,-5.125533739725749,-0.6691618066810108,-0.6693215192886877,-0.5208104808779798,6,2
mp-866281,Er2PdRu,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-866281.cif,train,-0.7369339729166668,-6.597249507904053,-0.7765079530754715,-0.7763929151434183,-0.8833625714341657,4,3
mp-23262,Bi2O3,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-23262.cif,train,-1.3195672397500005,-5.743766784667969,-1.5514774501010606,-1.5510808546378234,-1.9198607834091357,20,2
mp-1106363,Ho3Sb4Au3,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1106363.cif,train,-0.9141776789999996,-4.799186325073242,-0.8592189734060058,-0.8594804874172608,-0.6163079668524347,20,3
mp-7571,KNbF6,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-7571.cif,train,-3.2635532110937504,-5.895343780517578,-3.4242692982760303,-3.4246738411880733,-3.048503864183082,16,3
mp-4659,Cd(PO3)2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-4659.cif,train,-2.195618058161374,-6.572726779513889,-2.368607175684652,-2.368591267733146,-2.3833835025534915,72,3
mp-27772,Nb3I8,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-27772.cif,train,-0.6423042081818214,-4.377557581121272,-0.6021203517390665,-0.6017287095356361,-0.9659027792697624,22,2
mp-865429,YbYRh2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-865429.cif,train,-0.9733468437500008,-6.436577320098877,-0.8724688938237497,-0.8725782702531992,-0.7708730426307542,4,3
mp-865669,TiSiTc2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-865669.cif,train,-0.5824303279166685,-9.0618896484375,-0.5098664785964893,-0.5102924105089501,-0.1142335674531255,4,3
mp-540796,Cs2Sn2O3,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-540796.cif,train,-1.577504956607143,-4.943246023995536,-1.7076808940991572,-1.7076972153074106,-1.6925207078196474,28,3
mp-1187378,TbYbPd2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1187378.cif,train,-0.9502917662500004,-5.00789213180542,-0.9906520049647902,-0.990899125483164,-0.7611105988575586,4,3
mp-8936,SnSe,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-8936.cif,train,-0.3659070845312513,-4.130730628967285,-0.4715752499093959,-0.4712546741382768,-0.7693466116214938,4,2
mp-3045,ErFe4B,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-3045.cif,train,-0.185940610138888,-7.756848017374675,-0.3372620260806691,-0.3374141053240844,-0.1960010591714838,12,3
mp-1226055,CsW3Br7,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1226055.cif,train,-0.8604432104545481,-5.388348319313743,-1.089304844383518,-1.0893327856810062,-1.063351173072677,44,3
mp-1070837,TbMgCo4,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1070837.cif,train,-0.0779670774999985,-5.913642247517903,-0.1399742569480402,-0.1401840599793375,0.0549042708484214,6,3
mp-1106215,TiPbO3,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1106215.cif,train,-2.534711166083332,-7.598889923095703,-2.669761469927113,-2.6702213285182,-2.242615281088803,20,3
mp-1201003,Cs4FeO4,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1201003.cif,train,-1.5337228933333336,-4.467787000868055,-1.2746375513328163,-1.2740757039142334,-1.796517512287874,36,3
mp-1068869,ThSi3Ir,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1068869.cif,train,-0.8619213890000026,-7.342173004150391,-0.8249037019781342,-0.8249225712222987,-0.8073767363099021,5,3
mp-1221224,Na3BrCl2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1221224.cif,train,-1.95786007875,-3.2663358052571616,-1.9047695455409597,-1.905386793398427,-1.331430099471583,6,3
mp-676398,Rb2CrCl4,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-676398.cif,train,-1.844852303214284,-4.263362067086356,-1.750016028780358,-1.7503874732608518,-1.4049945433121325,7,3
mp-21162,SrPb3,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-21162.cif,train,-0.4240186124999994,-3.5438601970672607,-0.3758796950987775,-0.3760568816098546,-0.2112974857432195,4,2
mp-19066,W3O8,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-19066.cif,train,-2.2128194909090912,-7.514401522549716,-1.0155422163846015,-1.0141178042773662,-2.3386276490462627,22,2
mp-10405,Yb(AlSi)2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-10405.cif,train,-0.3808198290000007,-4.245084762573242,-0.3079547628062995,-0.3076108089826972,-0.6274411608686126,5,3
mp-10810,TiAgF6,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-10810.cif,train,-2.722881622708333,-5.246786117553711,-2.8287716607014333,-2.8285839079611828,-3.0031684622347683,8,3
mp-23174,ReCl3,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-23174.cif,train,-0.771420223749999,-5.164871533711751,-0.7977159281183388,-0.7970595499032127,-1.4074021631293456,24,2
mp-17279,SiO2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-17279.cif,train,-3.0175559618750007,-7.894064585367839,-3.1708386998152784,-3.1715564003203065,-2.50419238417975,48,2
mp-1078610,EuGe3,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1078610.cif,train,-0.3634303049999978,-6.403896331787109,-0.3889293788828309,-0.3886734706320265,-0.6266333951907102,8,2
mp-1646,Li3Hg,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1646.cif,train,-0.2939551318750002,-1.7834290266036987,-0.387955347013027,-0.3878937023611364,-0.4452148581867085,4,2
mp-1104014,Mn2ZnTe4,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1104014.cif,train,-0.5102195112807887,-4.821267809186663,-0.4406693831234101,-0.440639069919432,-0.4688262335301015,14,3
mp-1080853,CeSe2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1080853.cif,train,-1.811534970625,-5.884883880615234,-1.8095086189434488,-1.809832144214636,-1.5089975721627322,24,2
mp-1187931,YbAlZn2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1187931.cif,train,-0.3182002137500017,-2.2290053367614746,-0.359816543217657,-0.3599038517018007,-0.2787188167132942,4,3
mp-866141,TiFe2Si,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-866141.cif,train,-0.5201727229166675,-8.2435884475708,-0.7133738367634272,-0.7136766225441411,-0.4321269605030006,4,3
mp-1224834,GaSiNi6,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1224834.cif,train,-0.3577722006249999,-5.757235050201416,-0.3954034061242621,-0.3955370732167882,-0.2712448272530947,8,3
mp-1185013,LaYbPt2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1185013.cif,train,-1.2166986249999994,-5.777099609375,-1.2958455292611395,-1.2961898429046943,-0.9760249073285936,4,3
mp-21134,K(InAu2)2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-21134.cif,train,-0.3458893426785729,-3.085557120186942,-0.3320828755055598,-0.3320598856719678,-0.353437309217,14,3
mp-541785,GePdS3,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-541785.cif,train,-0.4268447736875004,-4.784006500244141,-0.5046584743847129,-0.5038270984663722,-1.2768938134510202,10,3
mp-555100,NbBiO4,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-555100.cif,train,-2.226372102916668,-7.686174392700195,-2.427683145574136,-2.4278336930504567,-2.287844982284991,24,3
mp-862985,PmAu3,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-862985.cif,train,-0.7353145518749997,-4.295549392700195,-0.6951241910497012,-0.6954279343322609,-0.4129879255844795,8,2
mp-22922,AgCl,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-22922.cif,train,-0.5684399337500015,-2.761414289474488,-0.5041553495498077,-0.503808042798318,-0.8267561623561496,2,2
mp-1212010,K2DyF5,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1212010.cif,train,-3.766780062499999,-5.521861553192139,-3.818513317786864,-3.819681971210673,-2.732992973645686,32,3
mp-22433,Np(SiIr)2,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-22433.cif,train,-0.9878761107499996,-9.034608459472656,-0.8612503452914968,-0.8612838141313608,-0.8301623376784046,10,3
mp-9122,CaP3,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-9122.cif,train,-0.7309107334821423,-5.180403709411621,-0.6327768515507346,-0.6324798490263097,-0.9086518680120776,8,2
mp-1208126,Tm12Al7Si,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1208126.cif,train,-0.4461337657500024,-4.647167205810547,-0.453391620807654,-0.4529225201208691,-0.8891224616207591,40,3
mp-1183986,Ga3Sn,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1183986.cif,train,0.2265335350000015,-3.2200634479522705,0.0482953988967054,0.0486400671494431,-0.2718546068291796,4,2
mp-1186486,Pm2RuPt,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1186486.cif,train,-0.6610729974999998,-6.804642677307129,-0.6565397247579243,-0.6567535126252686,-0.4579598253672114,4,3
mp-1183404,Be3Cu,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1183404.cif,train,-0.0636711468749995,-3.881490230560303,-0.0385161438647356,-0.0384410976043527,-0.1082239295628291,4,2
mp-42,Ta,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-42.cif,train,7.669666661058728e-06,-11.846706136067708,0.0948778873763718,0.0957396889175976,-0.7056187240173316,30,1
mp-1209518,Rb2SmBr5,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1209518.cif,train,-2.134451837187502,-3.727673292160034,-2.059400933342248,-2.060037993479136,-1.4676585699228195,32,3
mp-1215817,Zr2GaCo3,<PROJECT_ROOT>/external_datasets/functional_protocol_round4_widechem_boost/meta_gga_r2scan/cif/mp-1215817.cif,train,-0.323798355000001,-7.324286778767903,-0.4415112658035172,-0.4417090694095611,-0.2577785747104389,12,3
