epoch,train_loss,val_mae_mev_atom
1,0.2533996161073446,92.57127380371094
2,0.2238548956811428,86.52135467529297
3,0.21714091673493385,85.39764404296875
4,0.2144891358911991,84.65361022949219
5,0.21251801401376724,84.36456298828125
6,0.2110174223780632,84.12298583984375
7,0.20958437025547028,84.13655090332031
8,0.20827647484838963,84.05510711669922
9,0.20692691765725613,83.71095275878906
10,0.2062141876667738,83.59497833251953
11,0.20479029417037964,83.60557556152344
12,0.20431451313197613,83.45487976074219
13,0.20359951257705688,83.6319351196289
14,0.20245924592018127,83.30622100830078
15,0.20172889716923237,83.59196472167969
16,0.20079638436436653,83.11922454833984
17,0.19974394887685776,83.24980926513672
18,0.19955984503030777,83.33623504638672
19,0.19882372207939625,83.15245056152344
20,0.19827611558139324,83.05751037597656
21,0.19713612459599972,83.02140045166016
22,0.19667867198586464,82.88097381591797
23,0.19620619341731071,83.1704330444336
24,0.19546622224152088,82.50602722167969
25,0.19416741654276848,82.93502044677734
26,0.1944860704243183,83.23348999023438
27,0.19334263913333416,82.73239135742188
28,0.19282150454819202,83.05035400390625
29,0.19241935200989246,82.76803588867188
30,0.1916844081133604,82.68879699707031
31,0.19091116823256016,82.760986328125
32,0.19008763693273067,83.03853607177734
33,0.19025580026209354,82.91191864013672
34,0.18945585377514362,82.75877380371094
35,0.18867653235793114,82.82064056396484
36,0.18845986016094685,82.6784439086914
37,0.18779319897294044,83.19989776611328
38,0.18805194459855556,82.7398452758789
39,0.18734082952141762,82.82919311523438
40,0.1863211691379547,82.77505493164062
41,0.1858685938641429,83.21092987060547
42,0.1852054912596941,83.13272857666016
43,0.18502729386091232,82.60527038574219
44,0.1847339579835534,83.02643585205078
45,0.18412465043365955,82.7247085571289
46,0.18379179574549198,82.89936065673828
47,0.18289838545024395,82.89449310302734
48,0.18254834413528442,82.91813659667969
49,0.18177791312336922,82.65789794921875
50,0.18167901784181595,82.94413757324219
51,0.18122653849422932,83.20077514648438
52,0.18103547021746635,82.72566223144531
53,0.17983877286314964,82.8194580078125
54,0.17922765761613846,82.70974731445312
