run_id,method,method_label,fraction,seed,split,pred_col,status,n,mae_mev_atom,rmse_mev_atom,median_abs_mev_atom,p90_abs_mev_atom,p95_abs_mev_atom,p99_abs_mev_atom,bias_mev_atom,r2
raw_frac250_seed20260528,raw,Raw pretrained PBE/GGA predictor,0.25,20260528,train,model_energy_per_atom,baseline_only,29692,4507.124406154977,4895.432960962167,4353.81401846763,7063.056806019905,8102.79165184277,9961.718467740799,-4507.1243075231105,-23.368273252553905
raw_frac250_seed20260528,raw,Raw pretrained PBE/GGA predictor,0.25,20260528,val,model_energy_per_atom,baseline_only,3712,4524.424723476253,4903.091323745127,4376.554120550105,7025.3955966116455,8058.967558171445,9859.598648577683,-4524.424723476253,-23.598234582457753
raw_frac250_seed20260528,raw,Raw pretrained PBE/GGA predictor,0.25,20260528,test,model_energy_per_atom,baseline_only,3711,4511.14619559229,4891.874148198089,4328.789101071778,7004.029861092121,8016.205878182313,9794.516867372045,-4511.14619559229,-22.738404734247148
raw_frac250_seed20260528,raw,Raw pretrained PBE/GGA predictor,0.25,20260528,train_used,model_energy_per_atom,baseline_only,7423,4471.522219974598,4854.360858858497,4332.60232843457,7006.719956768507,7980.960087087692,9887.223013750585,-4471.522219974598,-23.506497915473407
raw_frac250_seed20260528,raw,Raw pretrained PBE/GGA predictor,0.25,20260528,train_full,model_energy_per_atom,baseline_only,29692,4507.124406154977,4895.432960962167,4353.81401846763,7063.056806019905,8102.79165184277,9961.718467740799,-4507.1243075231105,-23.368273252553905
element_reference_frac250_seed20260528,element_reference,Element-reference calibration,0.25,20260528,train,pred_element_reference,baseline_only,29692,108.8458376802477,182.36122304347367,64.72249845804467,250.51102616857906,380.9469047557628,699.242743213324,-1.8733144566109632,0.9661851447142881
element_reference_frac250_seed20260528,element_reference,Element-reference calibration,0.25,20260528,val,pred_element_reference,baseline_only,3712,105.97242080679885,169.35224616153982,63.68319944865153,241.79199117259012,379.5562854265125,685.3409003831152,-1.1049726052289002,0.9706542038459733
element_reference_frac250_seed20260528,element_reference,Element-reference calibration,0.25,20260528,test,pred_element_reference,baseline_only,3711,105.82130043888925,168.1700519742604,64.39928402798367,237.30629249537816,366.09738289674664,657.2714297740413,-6.7747046818774805,0.9719457737001259
element_reference_frac250_seed20260528,element_reference,Element-reference calibration,0.25,20260528,train_used,pred_element_reference,baseline_only,7423,107.61100400030475,175.07156836902072,63.959418494172304,250.26713799143525,380.1121836553214,686.5766950933712,2.5317212963000066e-12,0.9681251328677044
element_reference_frac250_seed20260528,element_reference,Element-reference calibration,0.25,20260528,train_full,pred_element_reference,baseline_only,29692,108.8458376802477,182.36122304347367,64.72249845804467,250.51102616857906,380.9469047557628,699.242743213324,-1.8733144566109632,0.9661851447142881
affine_energy_composition_frac250_seed20260528,affine_energy_composition,Linear energy+composition calibration,0.25,20260528,train,pred_affine_energy_composition,baseline_only,29692,108.95186541293906,182.31074036336972,64.84737796091223,250.88496705829849,382.0590463797999,697.0971861815501,-1.8783233962223305,0.9662038639157947
affine_energy_composition_frac250_seed20260528,affine_energy_composition,Linear energy+composition calibration,0.25,20260528,val,pred_affine_energy_composition,baseline_only,3712,106.03778278445182,169.2680189650004,63.68298148743345,241.79142438088752,378.93526353471077,684.7928034667608,-1.084460628783226,0.970683386800954
affine_energy_composition_frac250_seed20260528,affine_energy_composition,Linear energy+composition calibration,0.25,20260528,test,pred_affine_energy_composition,baseline_only,3711,105.92670092628092,168.17924932540456,64.68487381058185,238.4974528248387,367.0697670143589,656.7894478222302,-6.760749322201617,0.9719427050012333
affine_energy_composition_frac250_seed20260528,affine_energy_composition,Linear energy+composition calibration,0.25,20260528,train_used,pred_affine_energy_composition,baseline_only,7423,107.72728078643843,175.06765189019234,64.02322942723826,250.86337865122704,381.44869016509523,684.2095604580608,-1.4040589607936306e-12,0.9681265589798607
affine_energy_composition_frac250_seed20260528,affine_energy_composition,Linear energy+composition calibration,0.25,20260528,train_full,pred_affine_energy_composition,baseline_only,29692,108.95186541293906,182.31074036336972,64.84737796091223,250.88496705829849,382.0590463797999,697.0971861815501,-1.8783233962223305,0.9662038639157947
composition_only_linear_frac250_seed20260528,composition_only_linear,Composition-only linear baseline,0.25,20260528,train,pred_composition_only_linear,baseline_only,29692,374.68799929306357,541.7308453626802,246.75357149092747,873.3555339567802,1151.659636503472,1726.20549479356,-4.008788383253437,0.7015925445036475
composition_only_linear_frac250_seed20260528,composition_only_linear,Composition-only linear baseline,0.25,20260528,val,pred_composition_only_linear,baseline_only,3712,365.85878792776316,519.703033207814,244.45332669703706,852.078767415196,1101.495900569054,1625.937361995846,7.6399828025088015,0.7236404497614923
composition_only_linear_frac250_seed20260528,composition_only_linear,Composition-only linear baseline,0.25,20260528,test,pred_composition_only_linear,baseline_only,3711,375.9176761691004,538.559393776213,242.0110945551044,882.1514636171183,1155.8471034598572,1634.6645422954714,-0.8250587080613185,0.7122812333410293
composition_only_linear_frac250_seed20260528,composition_only_linear,Composition-only linear baseline,0.25,20260528,train_used,pred_composition_only_linear,baseline_only,7423,369.59434211000473,528.0686338976493,245.12065565406925,860.7996045606711,1136.7621580687835,1646.314201887609,-9.158180822288507e-13,0.7100000769564623
composition_only_linear_frac250_seed20260528,composition_only_linear,Composition-only linear baseline,0.25,20260528,train_full,pred_composition_only_linear,baseline_only,29692,374.68799929306357,541.7308453626802,246.75357149092747,873.3555339567802,1151.659636503472,1726.20549479356,-4.008788383253437,0.7015925445036475
