run_id,method,method_label,fraction,seed,split,pred_col,status,n,mae_mev_atom,rmse_mev_atom,median_abs_mev_atom,p90_abs_mev_atom,p95_abs_mev_atom,p99_abs_mev_atom,bias_mev_atom,r2
raw_frac100_seed20260529,raw,Raw pretrained PBE/GGA predictor,0.1,20260529,train,model_energy_per_atom,baseline_only,29692,4507.124406154977,4895.432960962167,4353.81401846763,7063.056806019905,8102.79165184277,9961.718467740799,-4507.1243075231105,-23.368273252553905
raw_frac100_seed20260529,raw,Raw pretrained PBE/GGA predictor,0.1,20260529,val,model_energy_per_atom,baseline_only,3712,4524.424723476253,4903.091323745127,4376.554120550105,7025.3955966116455,8058.967558171445,9859.598648577683,-4524.424723476253,-23.598234582457753
raw_frac100_seed20260529,raw,Raw pretrained PBE/GGA predictor,0.1,20260529,test,model_energy_per_atom,baseline_only,3711,4511.14619559229,4891.874148198089,4328.789101071778,7004.029861092121,8016.205878182313,9794.516867372045,-4511.14619559229,-22.738404734247148
raw_frac100_seed20260529,raw,Raw pretrained PBE/GGA predictor,0.1,20260529,train_used,model_energy_per_atom,baseline_only,2969,4531.2159177035965,4904.156340220355,4420.217476575056,6975.077507846308,8013.994767990099,9995.715879147012,-4531.2159177035965,-23.534505465404905
raw_frac100_seed20260529,raw,Raw pretrained PBE/GGA predictor,0.1,20260529,train_full,model_energy_per_atom,baseline_only,29692,4507.124406154977,4895.432960962167,4353.81401846763,7063.056806019905,8102.79165184277,9961.718467740799,-4507.1243075231105,-23.368273252553905
element_reference_frac100_seed20260529,element_reference,Element-reference calibration,0.1,20260529,train,pred_element_reference,baseline_only,29692,112.24198866873162,219.45764274347007,66.03601103700078,254.13968621890027,384.36340095146727,716.0553785895567,0.9251505186492673,0.9510284375265392
element_reference_frac100_seed20260529,element_reference,Element-reference calibration,0.1,20260529,val,pred_element_reference,baseline_only,3712,109.31320266937043,211.82905725774953,64.46185207084079,240.95165226534306,377.16274584930795,675.8687623433337,2.5243018061836064,0.9540870666044691
element_reference_frac100_seed20260529,element_reference,Element-reference calibration,0.1,20260529,test,pred_element_reference,baseline_only,3711,108.21546307002993,191.1498361139797,67.24939305774767,239.11024382624024,370.7172698518178,671.1582213262361,-5.764881173971101,0.963754938656905
element_reference_frac100_seed20260529,element_reference,Element-reference calibration,0.1,20260529,train_used,pred_element_reference,baseline_only,2969,103.99696861571707,167.59791179227147,60.689809870811295,243.01894415286267,372.25137992393576,678.1618740185739,-6.614371488305699e-12,0.9713459574473011
element_reference_frac100_seed20260529,element_reference,Element-reference calibration,0.1,20260529,train_full,pred_element_reference,baseline_only,29692,112.24198866873162,219.45764274347007,66.03601103700078,254.13968621890027,384.36340095146727,716.0553785895567,0.9251505186492673,0.9510284375265392
affine_energy_composition_frac100_seed20260529,affine_energy_composition,Linear energy+composition calibration,0.1,20260529,train,pred_affine_energy_composition,baseline_only,29692,112.41804705830485,219.09052572863675,66.32953820906023,254.89866931191625,385.10350104829115,711.6396441555212,0.8959724514662198,0.951192143435513
affine_energy_composition_frac100_seed20260529,affine_energy_composition,Linear energy+composition calibration,0.1,20260529,val,pred_affine_energy_composition,baseline_only,3712,109.39909810388684,211.37437228116474,64.12216467921122,241.07758605802664,376.1828632942382,673.6351265849337,2.5297689388886444,0.9542839566490541
affine_energy_composition_frac100_seed20260529,affine_energy_composition,Linear energy+composition calibration,0.1,20260529,test,pred_affine_energy_composition,baseline_only,3711,108.42857101462292,190.99404087400902,68.20583766144762,240.9485060591443,372.761317501354,668.5568880565323,-5.750541343257778,0.9638139971102125
affine_energy_composition_frac100_seed20260529,affine_energy_composition,Linear energy+composition calibration,0.1,20260529,train_used,pred_affine_energy_composition,baseline_only,2969,104.19587117162385,167.58712928521064,60.90923442589835,242.6803160628015,373.3933054094839,677.4551220837889,-4.6468573534563475e-12,0.9713496442769782
affine_energy_composition_frac100_seed20260529,affine_energy_composition,Linear energy+composition calibration,0.1,20260529,train_full,pred_affine_energy_composition,baseline_only,29692,112.41804705830485,219.09052572863675,66.32953820906023,254.89866931191625,385.10350104829115,711.6396441555212,0.8959724514662198,0.951192143435513
composition_only_linear_frac100_seed20260529,composition_only_linear,Composition-only linear baseline,0.1,20260529,train,pred_composition_only_linear,baseline_only,29692,380.4164590659072,548.1223659586573,253.6423840619655,890.0953109075592,1123.8540284915557,1762.763516074926,-6.653034841455778,0.6945095852791558
composition_only_linear_frac100_seed20260529,composition_only_linear,Composition-only linear baseline,0.1,20260529,val,pred_composition_only_linear,baseline_only,3712,369.6223464056741,524.4402903186572,251.17357304483824,864.661696103388,1080.9456589872584,1671.6791335739701,3.9442026082060577,0.7185792783489313
composition_only_linear_frac100_seed20260529,composition_only_linear,Composition-only linear baseline,0.1,20260529,test,pred_composition_only_linear,baseline_only,3711,381.5790666679399,545.4012750977258,252.54894027662854,898.507584488644,1133.4058664190602,1679.5566942139808,-2.040537679664241,0.7049244148687425
composition_only_linear_frac100_seed20260529,composition_only_linear,Composition-only linear baseline,0.1,20260529,train_used,pred_composition_only_linear,baseline_only,2969,362.4200509555281,519.7834433607824,239.81676430036458,882.1972137037974,1071.1905423486792,1602.8035396751538,1.2184407893023275e-12,0.7243908835782593
composition_only_linear_frac100_seed20260529,composition_only_linear,Composition-only linear baseline,0.1,20260529,train_full,pred_composition_only_linear,baseline_only,29692,380.4164590659072,548.1223659586573,253.6423840619655,890.0953109075592,1123.8540284915557,1762.763516074926,-6.653034841455778,0.6945095852791558
