epoch,train_loss,val_mae_mev_atom
1,0.2539280243217945,93.25825500488281
2,0.22488947585225105,86.63597106933594
3,0.21821700036525726,85.62799835205078
4,0.2151197325438261,85.07556915283203
5,0.21316736936569214,85.00544738769531
6,0.21166794560849667,84.38019561767578
7,0.2105161789804697,84.39122772216797
8,0.20878461934626102,84.11139678955078
9,0.20799484848976135,84.48299407958984
10,0.20701727457344532,83.73106384277344
11,0.2053450308740139,83.78253936767578
12,0.20457451604306698,83.6197509765625
13,0.20362229086458683,83.43121337890625
14,0.2025758344680071,83.53975677490234
15,0.2017783485352993,83.32933807373047
16,0.20082053914666176,83.30616760253906
17,0.20011776871979237,83.85189056396484
18,0.1992503833025694,83.46092987060547
19,0.19872334226965904,83.3274154663086
20,0.19776698760688305,83.5416488647461
21,0.1975516900420189,83.69519805908203
22,0.1971780937165022,83.78568267822266
23,0.19566485472023487,83.27217102050781
24,0.19507132098078728,83.08580780029297
25,0.19414840079843998,83.3915786743164
26,0.1939637465402484,83.2723388671875
27,0.1936135534197092,83.2439193725586
28,0.19321177527308464,83.13484954833984
29,0.19208631291985512,82.93942260742188
30,0.19196205772459507,83.15350341796875
31,0.1908701229840517,83.27497863769531
32,0.19067333079874516,83.58414459228516
33,0.19014561735093594,82.90400695800781
34,0.18952281773090363,83.54751586914062
35,0.18903022818267345,82.83712005615234
36,0.1883532265201211,83.10557556152344
37,0.18797805905342102,83.23494720458984
38,0.18750225007534027,82.97518157958984
39,0.1865433920174837,83.30046081542969
40,0.18645412847399712,82.723388671875
41,0.18596634455025196,83.33821868896484
42,0.18532884493470192,83.0302963256836
43,0.18509497679769993,83.16816711425781
44,0.18396621942520142,82.9487075805664
45,0.18443459644913673,83.19683074951172
46,0.1833382472395897,82.87181854248047
47,0.18280853144824505,83.05652618408203
48,0.18313087336719036,83.09203338623047
49,0.18220618925988674,83.06910705566406
50,0.18173648789525032,82.94512176513672
51,0.18090562149882317,83.22016906738281
52,0.18107675574719906,83.3540267944336
53,0.18002587370574474,83.36327362060547
54,0.17920410633087158,83.38961029052734
55,0.17939361557364464,83.29913330078125
56,0.1794229056686163,83.32632446289062
57,0.17835336737334728,83.3318099975586
58,0.1781100258231163,83.24127197265625
59,0.17708564177155495,83.40910339355469
60,0.17677629180252552,83.49263763427734
61,0.17695447895675898,83.23365783691406
62,0.1768418624997139,83.84884643554688
63,0.17616341449320316,83.1198501586914
64,0.17436806298792362,84.02491760253906
65,0.1748567670583725,83.57709503173828
66,0.17521661520004272,83.1784896850586
67,0.1743983579799533,83.77112579345703
68,0.17361049354076385,83.87564849853516
69,0.17341252602636814,83.40747833251953
70,0.1735402625054121,83.63898468017578
