run_id,method,fraction,seed,runtime_s,gpu_hours,trainable_params,total_params,test_mae_mev_atom,gpu_inventory,foundation_inference_rerun,notes
formdelta_frac250_seed20260528,formdelta,0.25,20260528,46.814807176589966,0.013004113104608323,498404.0,498643.0,35.05946424899941,"0, NVIDIA GeForce RTX 4090, 24564 MiB
1, NVIDIA GeForce RTX 4090, 24564 MiB
2, NVIDIA GeForce RTX 4090, 24564 MiB
3, NVIDIA GeForce RTX 4090, 24564 MiB",False,wall-clock runtime from driver job_status; foundation predictions and caches reused
formdelta_frac250_seed20260529,formdelta,0.25,20260529,59.33287072181702,0.016481352978282505,498404.0,498643.0,35.573162272703044,"0, NVIDIA GeForce RTX 4090, 24564 MiB
1, NVIDIA GeForce RTX 4090, 24564 MiB
2, NVIDIA GeForce RTX 4090, 24564 MiB
3, NVIDIA GeForce RTX 4090, 24564 MiB",False,wall-clock runtime from driver job_status; foundation predictions and caches reused
formdelta_frac250_seed20260530,formdelta,0.25,20260530,55.47362494468689,0.015409340262413024,498404.0,498643.0,35.87515599582194,"0, NVIDIA GeForce RTX 4090, 24564 MiB
1, NVIDIA GeForce RTX 4090, 24564 MiB
2, NVIDIA GeForce RTX 4090, 24564 MiB
3, NVIDIA GeForce RTX 4090, 24564 MiB",False,wall-clock runtime from driver job_status; foundation predictions and caches reused
target_only_frac250_seed20260528,target_only,0.25,20260528,61.74861001968384,0.0171523916721344,498404.0,498643.0,170.39440286777378,"0, NVIDIA GeForce RTX 4090, 24564 MiB
1, NVIDIA GeForce RTX 4090, 24564 MiB
2, NVIDIA GeForce RTX 4090, 24564 MiB
3, NVIDIA GeForce RTX 4090, 24564 MiB",False,wall-clock runtime from driver job_status; foundation predictions and caches reused
target_only_frac250_seed20260529,target_only,0.25,20260529,51.74274134635925,0.014372983707322014,498404.0,498643.0,176.98160149132167,"0, NVIDIA GeForce RTX 4090, 24564 MiB
1, NVIDIA GeForce RTX 4090, 24564 MiB
2, NVIDIA GeForce RTX 4090, 24564 MiB
3, NVIDIA GeForce RTX 4090, 24564 MiB",False,wall-clock runtime from driver job_status; foundation predictions and caches reused
target_only_frac250_seed20260530,target_only,0.25,20260530,63.124000787734985,0.017534444663259718,498404.0,498643.0,164.62130853897293,"0, NVIDIA GeForce RTX 4090, 24564 MiB
1, NVIDIA GeForce RTX 4090, 24564 MiB
2, NVIDIA GeForce RTX 4090, 24564 MiB
3, NVIDIA GeForce RTX 4090, 24564 MiB",False,wall-clock runtime from driver job_status; foundation predictions and caches reused
classical_delta_frac500_seed20260528,classical_delta,0.5,20260528,43.31511878967285,0.012031977441575793,,,20.107208821986394,"0, NVIDIA GeForce RTX 4090, 24564 MiB
1, NVIDIA GeForce RTX 4090, 24564 MiB
2, NVIDIA GeForce RTX 4090, 24564 MiB
3, NVIDIA GeForce RTX 4090, 24564 MiB",False,wall-clock runtime from driver job_status; foundation predictions and caches reused
classical_delta_frac500_seed20260529,classical_delta,0.5,20260529,51.37040853500366,0.014269557926389906,,,19.55738487868349,"0, NVIDIA GeForce RTX 4090, 24564 MiB
1, NVIDIA GeForce RTX 4090, 24564 MiB
2, NVIDIA GeForce RTX 4090, 24564 MiB
3, NVIDIA GeForce RTX 4090, 24564 MiB",False,wall-clock runtime from driver job_status; foundation predictions and caches reused
classical_delta_frac500_seed20260530,classical_delta,0.5,20260530,45.14487290382385,0.012540242473284403,,,21.18398293264711,"0, NVIDIA GeForce RTX 4090, 24564 MiB
1, NVIDIA GeForce RTX 4090, 24564 MiB
2, NVIDIA GeForce RTX 4090, 24564 MiB
3, NVIDIA GeForce RTX 4090, 24564 MiB",False,wall-clock runtime from driver job_status; foundation predictions and caches reused
feature_stacking_frac500_seed20260528,feature_stacking,0.5,20260528,87.70668244361877,0.02436296734544966,498404.0,498643.0,39.124158218722854,"0, NVIDIA GeForce RTX 4090, 24564 MiB
1, NVIDIA GeForce RTX 4090, 24564 MiB
2, NVIDIA GeForce RTX 4090, 24564 MiB
3, NVIDIA GeForce RTX 4090, 24564 MiB",False,wall-clock runtime from driver job_status; foundation predictions and caches reused
