method,method_label,fraction,split,n_runs,n_mean,n_std,n_sem,n_min,n_max,mae_mev_atom_mean,mae_mev_atom_std,mae_mev_atom_sem,mae_mev_atom_min,mae_mev_atom_max,rmse_mev_atom_mean,rmse_mev_atom_std,rmse_mev_atom_sem,rmse_mev_atom_min,rmse_mev_atom_max,median_abs_mev_atom_mean,median_abs_mev_atom_std,median_abs_mev_atom_sem,median_abs_mev_atom_min,median_abs_mev_atom_max,p90_abs_mev_atom_mean,p90_abs_mev_atom_std,p90_abs_mev_atom_sem,p90_abs_mev_atom_min,p90_abs_mev_atom_max,p95_abs_mev_atom_mean,p95_abs_mev_atom_std,p95_abs_mev_atom_sem,p95_abs_mev_atom_min,p95_abs_mev_atom_max,p99_abs_mev_atom_mean,p99_abs_mev_atom_std,p99_abs_mev_atom_sem,p99_abs_mev_atom_min,p99_abs_mev_atom_max,bias_mev_atom_mean,bias_mev_atom_std,bias_mev_atom_sem,bias_mev_atom_min,bias_mev_atom_max,r2_mean,r2_std,r2_sem,r2_min,r2_max,runtime_s_mean,runtime_s_std,runtime_s_sem,runtime_s_min,runtime_s_max,best_epoch_mean,best_epoch_std,best_epoch_sem,best_epoch_min,best_epoch_max,trainable_params_mean,trainable_params_std,trainable_params_sem,trainable_params_min,trainable_params_max,total_params_mean,total_params_std,total_params_sem,total_params_min,total_params_max
formdelta,Canonical FormDelta fixed-anchor residual,0.1,val,3,3712.0,0.0,0.0,3712.0,3712.0,58.95188377399351,1.7747751883631964,1.0246669327525602,57.67349360007915,60.978203906380635,143.6538909633248,26.955892865156077,15.562992001944574,118.61896371504929,172.18882858971824,28.852243456472205,0.32193786182686285,0.1858709111880718,28.496755403213392,29.124142514142694,128.81889648664838,7.397498368299105,4.270947674267306,121.91822672468248,136.62911092287194,224.73113920324,1.2568962272642898,0.7256693751544628,223.30716509610187,225.6860489456658,481.52842160292283,31.598991686742952,18.24368635646179,446.01318010299315,506.53152311817195,5.67306992315643,4.146817084547573,2.3941659600436807,1.0147789593228873,8.962077845684199,0.9783889710531183,0.008076896333059868,0.004663198272108816,0.9696629101985823,0.9856029926847215,32.1235888004303,0.3081431264065077,0.17790651697973012,31.76888370513916,32.32523965835571,199.33333333333334,1.1547005383792515,0.6666666666666666,198.0,200.0,498404.0,0.0,0.0,498404.0,498404.0,498643.0,0.0,0.0,498643.0,498643.0
raw,Raw pretrained PBE/GGA predictor,0.1,val,3,3712.0,0.0,0.0,3712.0,3712.0,4524.424723476253,0.0,0.0,4524.424723476253,4524.424723476253,4903.091323745127,0.0,0.0,4903.091323745127,4903.091323745127,4376.554120550105,0.0,0.0,4376.554120550105,4376.554120550105,7025.3955966116455,0.0,0.0,7025.3955966116455,7025.3955966116455,8058.967558171445,0.0,0.0,8058.967558171445,8058.967558171445,9859.598648577685,0.0,0.0,9859.598648577685,9859.598648577685,-4524.424723476253,0.0,0.0,-4524.424723476253,-4524.424723476253,-23.598234582457753,4.351167857633658e-15,2.51214793389404e-15,-23.598234582457756,-23.598234582457756,,,,,,,,,,,,,,,,,,,,
target_only,Target-only small MLP,0.1,val,3,3712.0,0.0,0.0,3712.0,3712.0,260.05636302048816,10.422031458720998,6.017162668195317,251.6447779324653,271.7155217138836,387.5147038199556,17.991820252356547,10.387582265909414,374.5012978732389,408.0461722188951,168.3361115020508,4.474517344501207,2.5833637933414213,164.49099978515468,173.24742000661786,606.969869625625,22.736011215891377,13.126642195793238,587.0066634472443,631.7172779864128,821.5839338968696,59.27559835472203,34.222782666474906,767.130011842509,884.7229310677099,1374.555859242461,67.24480072458654,38.82380379994278,1331.2215242699835,1452.021456669507,-10.736547130848601,6.084361311144886,3.512807640836445,-14.899641798630647,-3.75388414285695,0.8461264348219597,0.014439412725435011,0.008336598823970013,0.8296341319148027,0.8564938119753145,41.32495633761088,2.9796362384989807,1.7202937843845505,39.198763608932495,44.73063898086548,192.66666666666666,4.163331998932265,2.4037008503093262,188.0,196.0,498404.0,0.0,0.0,498404.0,498404.0,498643.0,0.0,0.0,498643.0,498643.0
affine_energy_composition,Linear energy+composition calibration,0.25,test,3,3711.0,0.0,0.0,3711.0,3711.0,105.35879152731508,1.1116538572853378,0.6418136537493757,104.07789977648837,106.07177387917596,167.7379813031374,0.3856115394570841,0.2226329261081735,167.465789957358,168.17924932540456,65.7595971905078,1.136286577007106,0.6560353611116111,64.68487381058185,66.94878280421624,237.0661532467435,7.79674461634117,4.5014526030473405,228.65292184067144,244.04808507472043,360.14573562544655,8.095672664754044,4.674038792266843,351.2446705757387,367.0697670143589,659.0188003639036,15.07146932652308,8.701516872751288,645.1861799529308,675.0807733165494,-4.940271452422212,3.075732338860402,1.7757748937962903,-6.760749322201617,-1.3890999806160016,0.9720896467411952,0.00012840370137075615,7.413391155135038e-05,0.9719427050012333,0.9721802524971814,,,,,,,,,,,,,,,,,,,,
classical_delta,Classical residual adapter,0.25,test,3,3711.0,0.0,0.0,3711.0,3711.0,24.19904607490446,0.3532592074873592,0.20395429853654068,23.957311044730734,24.60445743382699,56.91421000137848,1.4928465268481896,0.8618953441346002,56.01309964358254,58.63739664500902,12.093165356568827,0.11049475425809861,0.06379417611495479,11.967413898942958,12.174723132841404,48.019674174294664,1.5073298215612687,0.8702572782359491,46.306909400785855,49.14414388625937,77.1352052906239,2.4558313150575994,1.4178748708328177,75.44551810189726,79.95231290159538,221.7896410244432,12.70476356440973,7.335098663902507,212.18149170716777,236.1944248886687,0.5088953963481512,1.059437477525486,0.6116665128389175,-0.602068483051259,1.507916751193708,0.9967852918293921,0.0001698371435698593,9.80555205584554e-05,0.9965892464484238,0.9968877090376824,30.359619617462158,3.9219605234447243,2.2643449639618973,26.348376989364624,34.185741901397705,199.0,1.0,0.5773502691896258,198.0,200.0,,,,,,,,,,
composition_only_linear,Composition-only linear baseline,0.25,test,3,3711.0,0.0,0.0,3711.0,3711.0,375.8691631840417,0.6990240977585201,0.4035817510109169,375.1471463050202,376.54266707800446,538.6678183715611,0.10017280252445873,0.057834794502975476,538.559393776213,538.7569258079841,242.11198390753546,1.101497975085718,0.6359501524275669,241.0644013559272,243.26045581157484,885.7223988105284,4.334820506154088,2.502709786116773,882.1514636171183,890.5454617067958,1153.2441798994012,11.382646377221628,6.571773949979225,1140.7855128126148,1163.0999234257315,1641.1797225667888,8.12935671486901,4.693486287668115,1634.6645422954714,1650.289727599032,1.6947457076512726,2.2696784208656946,1.3103994472606935,-0.8250587080613185,3.5786506511264813,0.7121653660165226,0.00010705096417912703,6.180590298582798e-05,0.7120701364930321,0.7122812333410293,,,,,,,,,,,,,,,,,,,,
element_reference,Element-reference calibration,0.25,test,3,3711.0,0.0,0.0,3711.0,3711.0,105.23684066758535,0.9599131568452024,0.5542061195032411,104.12898933145526,105.82130043888924,167.71703221351865,0.3928456382635813,0.22680953500144904,167.47033526337944,168.1700519742604,65.40949521560461,0.9078223917679995,0.5241315022636245,64.39928402798367,66.1569776076023,236.06205402374505,6.994485294306921,4.03826796751098,228.5289487872512,242.3509207886057,359.61967507032404,7.385935991533054,4.264272132928954,351.57649743179496,366.0973828967466,660.1263104542078,12.794041593436472,7.386643357993816,649.0008729361625,674.1066286524194,-4.9646442819817285,3.100042955449771,1.7898106348283285,-6.7747046818774805,-1.385099670560122,0.9720966141027128,0.00013080373791359804,7.55195732954251e-05,0.971945773700126,0.9721787423262755,,,,,,,,,,,,,,,,,,,,
element_reference_internal,Internal element-reference anchor,0.25,test,9,3711.0,0.0,0.0,3711.0,3711.0,105.23683740933642,0.8313074857533408,0.2771024952511136,104.12898833754468,105.82129618978414,167.7170278801737,0.3402119764238991,0.1134039921412997,167.47033645863334,168.17004477880658,65.4094116688364,0.7862828118302622,0.2620942706100874,64.39912940863701,66.15707742919952,236.06195089011564,6.0574394973503995,2.0191464991168,228.52877150146605,242.3508088577544,359.61992076090826,6.3963974953922085,2.1321324984640695,351.5766288713249,366.09736791432846,660.1264094286573,11.0798382019217,3.6932794006405665,649.0010817658514,674.1065589933868,-4.964562173618329,2.6846463986791025,0.8948821328930342,-6.774574670796832,-1.3851102906409982,0.9720966155459959,0.00011327858235498063,3.775952745166021e-05,0.9719457761008254,0.9721787419291489,,,,,,,,,,,,,,,,,,,,
feature_stacking,Feature-stacking direct-y baseline,0.25,test,3,3711.0,0.0,0.0,3711.0,3711.0,58.465058456434434,0.5966601381422927,0.344481891371172,57.820045801337336,58.9972605791755,116.56829864916132,4.063852651245059,2.346266422143309,112.50096626510454,120.62866260583883,30.74412618400189,0.6681328916203891,0.3857467048314747,30.266521373240096,31.50763974270232,133.22580172709047,0.8633039095945448,0.4984287445968668,132.22896701227194,133.73005464965803,196.4505982203835,4.277394259468309,2.4695547271341884,193.87907795756033,201.3882844606245,411.86161510128744,24.78892432414096,14.311892131464047,391.3322674008439,439.4005525072648,-6.022356724282136,1.841138119264695,1.062981588772753,-7.703912126450745,-4.05504977533619,0.9865099473948172,0.0009398356334155718,0.0005426143559464829,0.9855654913577914,0.9874450934551385,56.84354519844055,4.1640848047513686,2.404135482951633,53.222468852996826,61.39369225502014,197.66666666666666,2.3094010767585034,1.3333333333333335,195.0,199.0,498404.0,0.0,0.0,498404.0,498404.0,498643.0,0.0,0.0,498643.0,498643.0
formdelta,Canonical FormDelta fixed-anchor residual,0.25,test,3,3711.0,0.0,0.0,3711.0,3711.0,35.50259417250813,0.41239925925301685,0.23809882334333154,35.05946424899941,35.87515599582194,71.44950139002161,2.6957377684865826,1.5563849263003697,69.28023171627804,74.46745046114953,18.192920381088886,0.27740672632729885,0.16016084812007883,17.883986055551304,18.420696333849797,79.20349998848742,1.2456347624286612,0.7191675654001431,77.94962433502306,80.4407269644003,122.57475149800734,1.7745355294149845,1.0245285655942964,120.54800299682556,123.8492659980317,294.04560599433916,13.61409700434761,7.860102570233771,284.878773370971,309.6888831543862,2.3034348461581597,1.7500650545906724,1.0104005303672818,0.4717148638952072,3.9584356393249522,0.9949311278959533,0.00038520414780785606,0.0002223977184298261,0.9944990974742565,0.9952387647283476,53.873767614364624,6.4105488328711004,3.7011320943113715,46.814807176589966,59.33287072181702,192.33333333333334,2.081665999466133,1.2018504251546633,190.0,194.0,498404.0,0.0,0.0,498404.0,498404.0,498643.0,0.0,0.0,498643.0,498643.0
raw,Raw pretrained PBE/GGA predictor,0.25,test,3,3711.0,0.0,0.0,3711.0,3711.0,4511.14619559229,0.0,0.0,4511.14619559229,4511.14619559229,4891.874148198089,0.0,0.0,4891.874148198089,4891.874148198089,4328.789101071778,0.0,0.0,4328.789101071778,4328.789101071778,7004.029861092121,0.0,0.0,7004.029861092121,7004.029861092121,8016.205878182313,0.0,0.0,8016.205878182313,8016.205878182313,9794.516867372044,0.0,0.0,9794.516867372044,9794.516867372044,-4511.14619559229,0.0,0.0,-4511.14619559229,-4511.14619559229,-22.738404734247144,4.351167857633658e-15,2.51214793389404e-15,-22.738404734247148,-22.738404734247148,,,,,,,,,,,,,,,,,,,,
target_only,Target-only small MLP,0.25,test,3,3711.0,0.0,0.0,3711.0,3711.0,170.6657709660228,6.184613241790546,3.5706881199814964,164.62130853897293,176.98160149132167,274.3678143171818,15.033784035894163,8.679759260062195,258.5448489452507,288.46314593135605,108.71481594161465,1.5587357770292387,0.8999365204633315,107.46356572789506,110.46090385445729,381.17019638749025,12.77853583256975,7.377691102783424,369.62552272794056,394.900633530477,528.3360415596052,15.98721385733054,9.230222224121903,513.464860590419,545.2440651717694,978.6648643234194,119.65841809525205,69.08481989809856,861.4265141198738,1100.6047623539557,-26.86506110918279,5.441081551046414,3.141409898179354,-32.99517730792306,-22.607683846335753,0.9251768953086508,0.008146177744538468,0.0047031979136758235,0.9174567337090633,0.9336909572539591,58.87178405125936,6.2121141616544,3.5865657834678544,51.74274134635925,63.124000787734985,199.33333333333334,0.5773502691896258,0.33333333333333337,199.0,200.0,498404.0,0.0,0.0,498404.0,498404.0,498643.0,0.0,0.0,498643.0,498643.0
affine_energy_composition,Linear energy+composition calibration,0.25,train,3,29692.0,0.0,0.0,29692.0,29692.0,108.82484638245138,0.559218975044271,0.3228652257777565,108.21304361859872,109.30963011581642,184.3832976839326,5.429236666846454,3.134571251097987,180.29561397126812,190.54353871716,64.76035791231473,1.2204596085315331,0.7046326835207459,63.498717234344745,65.93497854168722,248.55275744164783,5.6436419153355155,3.258358179028815,242.116805121626,252.65650014501892,379.7247566343419,3.07757137943424,1.7768366643666464,376.237102305976,382.0590463797999,704.7529549143073,13.694429867707592,7.90648277051943,696.5983807168326,720.5632978445394,0.05041730337728323,3.3489786713466896,1.9335337374123265,-1.887905514626912,3.917480820981092,0.9654111076014148,0.0020504716237731615,0.001183840343951124,0.9630826096370164,0.9669468492514331,,,,,,,,,,,,,,,,,,,,
classical_delta,Classical residual adapter,0.25,train,3,29692.0,0.0,0.0,29692.0,29692.0,23.226224569347508,0.5124485466727581,0.2958623063673494,22.893926447801505,23.816386580158326,85.8698761885749,12.579888078753608,7.26300176864376,76.31263388307778,100.12203541901542,10.819764524405102,0.22130071774829754,0.127768028963837,10.573520360895456,11.002020916242888,45.37251741534811,0.8225636063394695,0.47490731954568205,44.454070703279584,46.04138955933995,71.56671979942185,1.8802872888763509,1.0855843723865928,69.50051635240298,73.17738777485005,201.2492854134634,8.965071216858288,5.175986280357298,194.8617712297879,211.49798749717382,-0.13965976409242623,0.9182009040521442,0.5301235391246633,-1.118615457348905,0.7024187251652897,0.9923950898241621,0.0022749090151110247,0.0013134193322562567,0.9898070033698656,0.9940784496395112,30.359619617462158,3.9219605234447243,2.2643449639618973,26.348376989364624,34.185741901397705,199.0,1.0,0.5773502691896258,198.0,200.0,,,,,,,,,,
composition_only_linear,Composition-only linear baseline,0.25,train,3,29692.0,0.0,0.0,29692.0,29692.0,375.5787731734552,0.7781169645367976,0.4492460389363346,374.6879992930636,376.12593157826166,546.2643012423085,7.088521415924029,4.092559747640165,541.7308453626802,554.432975403888,245.29343252250268,1.4830412195884508,0.856234247348703,243.78850375837945,246.75357149092747,880.2210248970331,7.112280313778226,4.106276953711935,873.3555339567802,887.5567572840907,1146.7637943770094,7.44439246505582,4.2980219936532,1138.196884297744,1151.659636503472,1724.2841908918929,8.805928377712782,5.084105119337039,1714.6762377388643,1731.9708401432547,-1.2325488870687855,2.7818429835883602,1.6060977954180116,-4.008788383253437,1.5548639254700434,0.6965431602779448,0.007903613544425992,0.004563153407445119,0.6874347840698811,0.7015925445036475,,,,,,,,,,,,,,,,,,,,
element_reference,Element-reference calibration,0.25,train,3,29692.0,0.0,0.0,29692.0,29692.0,108.70298241693676,0.38892189561306284,0.2245441611259414,108.26283467300703,109.00027489755551,184.387174032947,5.39280954073538,3.1135400400319537,180.3007342000372,190.4995648553301,64.54541250875023,0.917638886725395,0.5297990582697754,63.55213667223023,65.36160239597577,248.18169025338992,4.988307549838095,2.8800007066996667,242.45480158024145,251.5792430113493,379.30442096706093,2.361898543223648,1.3636427597287581,376.5976420188788,380.9469047557628,706.4438292726439,11.761022981204826,6.790229784143982,699.242743213324,720.0158281257595,0.043164763869177815,3.3504972114070863,1.934410466924972,-1.90912171437502,3.9119304625935167,0.96540992130983,0.0020365064837937984,0.0011757775666247678,0.9630996473482796,0.9669449718669229,,,,,,,,,,,,,,,,,,,,
element_reference_internal,Internal element-reference anchor,0.25,train,9,29692.0,0.0,0.0,29692.0,29692.0,108.70298210400509,0.33681767576622224,0.11227255858874075,108.2628324900286,109.00027586547996,184.38717269998588,4.6703120320507665,1.5567706773502554,180.30073010983418,190.4995658420518,64.54553295719566,0.7945129157954366,0.26483763859847886,63.552522129075555,65.36159246565632,248.18148074074003,4.31971896535935,1.4399063217864498,242.45497453902797,251.57887579610093,379.3045289375201,2.0453814120175857,0.6817938040058619,376.59785445945033,380.9469136579376,706.4438954649289,10.185428714391662,3.3951429047972206,699.2426171509796,720.01600076845,0.043245954856376535,2.9015462374129877,0.9671820791376625,-1.908994841326797,3.9119190310766063,0.9654099217930098,0.0017636670819476295,0.0005878890273158765,0.9630996469660174,0.966944973366659,,,,,,,,,,,,,,,,,,,,
feature_stacking,Feature-stacking direct-y baseline,0.25,train,3,29692.0,0.0,0.0,29692.0,29692.0,56.39419287912867,1.2410476968924862,0.7165192218780421,55.3072571592249,57.74644219383833,114.55380955469575,5.330455202584232,3.0775397461152476,109.4353342849548,120.07356418015166,29.314467355445544,0.6347916506935255,0.36649713040723386,28.582254647362525,29.709879892819398,125.76063775655297,1.3325249150073617,0.7693336183813835,124.3910651124996,127.05273431940462,190.9723248628258,5.9110995310123835,3.4127749054366703,184.23007859086766,195.26414559939633,429.7379597674305,41.270265050788225,23.82739863659979,388.75036186129165,471.2852000253276,-3.05053497837776,1.9035308712081125,1.0990040609027667,-4.885009818616461,-1.0847479299428442,0.986637489242287,0.0012451363680461524,0.000718879817269239,0.9853398860855771,0.987822512892925,56.84354519844055,4.1640848047513686,2.404135482951633,53.222468852996826,61.39369225502014,197.66666666666666,2.3094010767585034,1.3333333333333335,195.0,199.0,498404.0,0.0,0.0,498404.0,498404.0,498643.0,0.0,0.0,498643.0,498643.0
formdelta,Canonical FormDelta fixed-anchor residual,0.25,train,3,29692.0,0.0,0.0,29692.0,29692.0,33.78848196508609,0.9322387488446323,0.5382282925944484,32.922370079494115,34.77512325457637,96.29878176584175,12.14917098986219,7.014327141427728,87.91946195817737,110.23229128938645,16.082044568920864,0.01616304548523521,0.009331738661824714,16.065768507075944,16.098092176157706,70.86191832609832,0.7256798248474873,0.41897144222117727,70.17480348598255,71.6208263276656,111.90589443215423,1.3508232000072926,0.7798981381518021,110.48752915830848,113.1771298069401,296.61344373595165,15.40080082655886,8.89165650294957,280.67466159005096,311.41299468100414,2.2564369821532924,1.7911663132009672,1.034130353089968,0.5406292349954817,4.114480642282495,0.9904705421985648,0.002460838303137093,0.0014207656567483426,0.9876445032666614,0.9921401802934423,53.873767614364624,6.4105488328711004,3.7011320943113715,46.814807176589966,59.33287072181702,192.33333333333334,2.081665999466133,1.2018504251546633,190.0,194.0,498404.0,0.0,0.0,498404.0,498404.0,498643.0,0.0,0.0,498643.0,498643.0
raw,Raw pretrained PBE/GGA predictor,0.25,train,3,29692.0,0.0,0.0,29692.0,29692.0,4507.124406154977,0.0,0.0,4507.124406154977,4507.124406154977,4895.432960962167,0.0,0.0,4895.432960962167,4895.432960962167,4353.81401846763,0.0,0.0,4353.81401846763,4353.81401846763,7063.056806019905,0.0,0.0,7063.056806019905,7063.056806019905,8102.79165184277,0.0,0.0,8102.79165184277,8102.79165184277,9961.7184677408,0.0,0.0,9961.7184677408,9961.7184677408,-4507.124307523111,0.0,0.0,-4507.124307523111,-4507.124307523111,-23.368273252553905,0.0,0.0,-23.368273252553905,-23.368273252553905,,,,,,,,,,,,,,,,,,,,
target_only,Target-only small MLP,0.25,train,3,29692.0,0.0,0.0,29692.0,29692.0,157.39753419802966,5.471030222340845,3.158700771613065,153.7958789539518,163.69316229627125,259.85424549110877,9.998368751427106,5.772560890093582,248.87774387591512,268.4416392299452,98.45204271034936,3.4177275917305034,1.9732259451024177,95.60059275460242,102.24055984024955,347.04272691981055,15.088780798784141,8.711511655921282,335.6197411015185,364.14754472733813,484.4316577765865,18.414907031789017,10.631851531905323,472.2688386800238,505.61797297527335,971.6638894443078,77.70428899323088,44.86259216743032,882.2727073241564,1023.0579092242382,-22.582031258726264,5.301360586477139,3.0607419616738487,-28.64309020872542,-18.808469233073907,0.9312724912542937,0.005249481680585576,0.0030307896613920916,0.9267272814379112,0.9370182588002833,58.87178405125936,6.2121141616544,3.5865657834678544,51.74274134635925,63.124000787734985,199.33333333333334,0.5773502691896258,0.33333333333333337,199.0,200.0,498404.0,0.0,0.0,498404.0,498404.0,498643.0,0.0,0.0,498643.0,498643.0
affine_energy_composition,Linear energy+composition calibration,0.25,train_full,3,29692.0,0.0,0.0,29692.0,29692.0,108.82484638245138,0.559218975044271,0.3228652257777565,108.21304361859872,109.30963011581642,184.3832976839326,5.429236666846454,3.134571251097987,180.29561397126812,190.54353871716,64.76035791231473,1.2204596085315331,0.7046326835207459,63.498717234344745,65.93497854168722,248.55275744164783,5.6436419153355155,3.258358179028815,242.116805121626,252.65650014501892,379.7247566343419,3.07757137943424,1.7768366643666464,376.237102305976,382.0590463797999,704.7529549143073,13.694429867707592,7.90648277051943,696.5983807168326,720.5632978445394,0.05041730337728323,3.3489786713466896,1.9335337374123265,-1.887905514626912,3.917480820981092,0.9654111076014148,0.0020504716237731615,0.001183840343951124,0.9630826096370164,0.9669468492514331,,,,,,,,,,,,,,,,,,,,
composition_only_linear,Composition-only linear baseline,0.25,train_full,3,29692.0,0.0,0.0,29692.0,29692.0,375.5787731734552,0.7781169645367976,0.4492460389363346,374.6879992930636,376.12593157826166,546.2643012423085,7.088521415924029,4.092559747640165,541.7308453626802,554.432975403888,245.29343252250268,1.4830412195884508,0.856234247348703,243.78850375837945,246.75357149092747,880.2210248970331,7.112280313778226,4.106276953711935,873.3555339567802,887.5567572840907,1146.7637943770094,7.44439246505582,4.2980219936532,1138.196884297744,1151.659636503472,1724.2841908918929,8.805928377712782,5.084105119337039,1714.6762377388643,1731.9708401432547,-1.2325488870687855,2.7818429835883602,1.6060977954180116,-4.008788383253437,1.5548639254700434,0.6965431602779448,0.007903613544425992,0.004563153407445119,0.6874347840698811,0.7015925445036475,,,,,,,,,,,,,,,,,,,,
element_reference,Element-reference calibration,0.25,train_full,3,29692.0,0.0,0.0,29692.0,29692.0,108.70298241693676,0.38892189561306284,0.2245441611259414,108.26283467300703,109.00027489755551,184.387174032947,5.39280954073538,3.1135400400319537,180.3007342000372,190.4995648553301,64.54541250875023,0.917638886725395,0.5297990582697754,63.55213667223023,65.36160239597577,248.18169025338992,4.988307549838095,2.8800007066996667,242.45480158024145,251.5792430113493,379.30442096706093,2.361898543223648,1.3636427597287581,376.5976420188788,380.9469047557628,706.4438292726439,11.761022981204826,6.790229784143982,699.242743213324,720.0158281257595,0.043164763869177815,3.3504972114070863,1.934410466924972,-1.90912171437502,3.9119304625935167,0.96540992130983,0.0020365064837937984,0.0011757775666247678,0.9630996473482796,0.9669449718669229,,,,,,,,,,,,,,,,,,,,
raw,Raw pretrained PBE/GGA predictor,0.25,train_full,3,29692.0,0.0,0.0,29692.0,29692.0,4507.124406154977,0.0,0.0,4507.124406154977,4507.124406154977,4895.432960962167,0.0,0.0,4895.432960962167,4895.432960962167,4353.81401846763,0.0,0.0,4353.81401846763,4353.81401846763,7063.056806019905,0.0,0.0,7063.056806019905,7063.056806019905,8102.79165184277,0.0,0.0,8102.79165184277,8102.79165184277,9961.7184677408,0.0,0.0,9961.7184677408,9961.7184677408,-4507.124307523111,0.0,0.0,-4507.124307523111,-4507.124307523111,-23.368273252553905,0.0,0.0,-23.368273252553905,-23.368273252553905,,,,,,,,,,,,,,,,,,,,
affine_energy_composition,Linear energy+composition calibration,0.25,train_used,3,7423.0,0.0,0.0,7423.0,7423.0,108.4968902398637,0.7411237144295741,0.42788797602872997,107.72728078643844,109.20579422141772,175.6115085267816,1.4494314480405253,0.8368296366981064,174.51266462048997,177.25420906966252,63.83275646695415,0.327079576406217,0.18883948148455815,63.45508222755791,64.02322942723826,251.94947724877338,2.258015417851835,1.3036658093310822,250.43974160884432,254.5453114862487,386.89877211735626,4.750184571268148,2.7425203409220726,381.4486901650952,390.1592647685634,688.0011063326384,7.455359429620302,4.304353773596696,683.2035602774125,696.590198262442,-1.8372997028113507e-12,1.4572849518403517e-12,8.413638592310179e-13,-3.4620771231056547e-12,-6.457630245347669e-13,0.9683772872062112,0.000786567191630923,0.0004541247798238414,0.967746649028164,0.9692586536106088,,,,,,,,,,,,,,,,,,,,
composition_only_linear,Composition-only linear baseline,0.25,train_used,3,7423.0,0.0,0.0,7423.0,7423.0,370.57395494243445,3.2674663928606575,1.8864726014861561,367.9083524069637,374.219170310335,533.1077916824261,5.897026353786989,3.4046497527772357,528.0686338976493,539.5934878741831,241.25396691336292,5.4651241839657665,3.1552909187673692,235.00158086886043,245.12065565406925,868.7484927001118,10.73056881759955,6.195296795398905,860.7996045606711,880.9543698260644,1137.4301667841785,8.266239319886218,4.772515496522177,1129.5182002614551,1146.010142022297,1673.7396016639243,39.986341458393156,23.086125004911583,1646.314201887609,1719.620501510413,-1.782379334410117e-12,2.8919329049659774e-12,1.6696582411604436e-12,-5.00852222419878e-12,5.772023031972794e-13,0.7086428968497268,0.002205483561546267,0.0012733365279520318,0.7060981062823033,0.7100000769564623,,,,,,,,,,,,,,,,,,,,
element_reference,Element-reference calibration,0.25,train_used,3,7423.0,0.0,0.0,7423.0,7423.0,108.37544254634786,0.6790673839419775,0.3920597369167957,107.61100400030476,108.90884976176706,175.62207133547668,1.4636168831497214,0.8450196014769727,174.51352939352032,177.28111624388893,63.69668191562491,0.23844959737171806,0.13766893923071932,63.49400213915146,63.959418494172304,252.00996053118413,2.692824213533426,1.554702784563866,250.26713799143525,255.11144566557505,386.00535288460304,5.194518050498342,2.9990563947655877,380.1121836553214,389.91937488907297,689.6749039118572,9.155426802431315,5.285888128929634,682.4705709092906,699.9774457329099,-6.427118929569208e-13,9.007269856135168e-12,5.200349676103241e-12,-1.0807407179278494e-11,6.347550204107725e-12,0.9683734459938801,0.0007905565237745236,0.000456428021810836,0.9677368561729414,0.969258348940994,,,,,,,,,,,,,,,,,,,,
raw,Raw pretrained PBE/GGA predictor,0.25,train_used,3,7423.0,0.0,0.0,7423.0,7423.0,4487.334064612415,35.40419274813224,20.440620213575546,4462.59115784039,4527.888816022259,4870.984493680916,37.42158148131473,21.605360141738576,4844.754802229151,4913.837819955097,4340.332382707084,35.440492285952104,20.461577761507304,4309.394921582032,4378.999898104652,6993.372109989042,68.44948194155621,39.51932682484791,6919.231840782812,7054.164532415809,8026.51349543842,62.0793601553026,35.84153529678369,7980.960087087692,8097.222570700719,9963.783453183883,112.7335106033542,65.08672269353808,9887.223013750585,10093.237785170912,-4487.333933103261,35.40396678672549,20.440489754696532,-4527.888421494795,-4462.59115784039,-23.32868545035916,0.5684417545122378,0.32818999998626364,-23.78696572504655,-22.692592710557527,,,,,,,,,,,,,,,,,,,,
affine_energy_composition,Linear energy+composition calibration,0.25,val,3,3712.0,0.0,0.0,3712.0,3712.0,106.07589556709301,0.1934393841673698,0.1116822805209064,105.90434934249096,106.28555457433627,175.8038610043633,12.431216061579448,7.177165939507295,168.0039362807647,190.13962776732487,63.725885977259,0.19522092318022977,0.11271085254955292,63.55568590047452,63.93899054386903,239.85315884551116,5.272621553505649,3.0441494732515095,233.88573806268505,243.8823140929609,375.34284752880495,3.344127690387757,1.930733022249853,372.3202217992997,378.9352635347108,679.2486207604798,12.770659907515686,7.373143935333343,664.6428367012157,688.3102221134626,1.0719135568677387,3.7672208619197374,2.1750059787261344,-1.1216711640304833,5.421872463416925,0.9682702950286605,0.004562604000400045,0.0026342206478366294,0.963007877307959,0.9711196209770682,,,,,,,,,,,,,,,,,,,,
