method,method_label,fraction,split,n_runs,n_mean,n_std,n_sem,n_min,n_max,mae_mev_atom_mean,mae_mev_atom_std,mae_mev_atom_sem,mae_mev_atom_min,mae_mev_atom_max,rmse_mev_atom_mean,rmse_mev_atom_std,rmse_mev_atom_sem,rmse_mev_atom_min,rmse_mev_atom_max,median_abs_mev_atom_mean,median_abs_mev_atom_std,median_abs_mev_atom_sem,median_abs_mev_atom_min,median_abs_mev_atom_max,p90_abs_mev_atom_mean,p90_abs_mev_atom_std,p90_abs_mev_atom_sem,p90_abs_mev_atom_min,p90_abs_mev_atom_max,p95_abs_mev_atom_mean,p95_abs_mev_atom_std,p95_abs_mev_atom_sem,p95_abs_mev_atom_min,p95_abs_mev_atom_max,p99_abs_mev_atom_mean,p99_abs_mev_atom_std,p99_abs_mev_atom_sem,p99_abs_mev_atom_min,p99_abs_mev_atom_max,bias_mev_atom_mean,bias_mev_atom_std,bias_mev_atom_sem,bias_mev_atom_min,bias_mev_atom_max,r2_mean,r2_std,r2_sem,r2_min,r2_max,runtime_s_mean,runtime_s_std,runtime_s_sem,runtime_s_min,runtime_s_max,best_epoch_mean,best_epoch_std,best_epoch_sem,best_epoch_min,best_epoch_max,trainable_params_mean,trainable_params_std,trainable_params_sem,trainable_params_min,trainable_params_max,total_params_mean,total_params_std,total_params_sem,total_params_min,total_params_max
formdelta,Canonical FormDelta fixed-anchor residual,0.05,train,3,29692.0,0.0,0.0,29692.0,29692.0,85.65060696467185,1.6116125794218799,0.9304649565586095,84.65924625408671,87.51017810088565,188.5724391530376,19.713563891001943,11.381631419156859,174.80522332451716,211.1554874246105,41.00711132061016,1.1144802783642382,0.6434454887201221,39.72037374536699,41.6676876706923,193.22798458854265,8.976094871395183,5.182350790271629,184.19362320289554,202.1446555820071,325.0251820253557,6.064703230594682,3.5014580427390327,320.03723251264904,331.77602124034553,702.715572515578,20.222343021373334,11.675375187034845,679.3893341988651,715.3050348975974,7.464826652768356,10.057166866735407,5.8065079977946725,-4.056926057015662,14.484081430988955,0.9635790115429798,0.007772413811065041,0.004487405206071567,0.9546635735200585,0.9689292775252052,28.379390716552734,7.14789026567487,4.126836369025292,22.220094442367554,36.2171516418457,199.66666666666666,0.5773502691896258,0.33333333333333337,199.0,200.0,498404.0,0.0,0.0,498404.0,498404.0,498643.0,0.0,0.0,498643.0,498643.0
raw,Raw pretrained PBE/GGA predictor,0.05,train,3,29692.0,0.0,0.0,29692.0,29692.0,4507.124406154977,0.0,0.0,4507.124406154977,4507.124406154977,4895.432960962167,0.0,0.0,4895.432960962167,4895.432960962167,4353.81401846763,0.0,0.0,4353.81401846763,4353.81401846763,7063.056806019905,0.0,0.0,7063.056806019905,7063.056806019905,8102.79165184277,0.0,0.0,8102.79165184277,8102.79165184277,9961.7184677408,0.0,0.0,9961.7184677408,9961.7184677408,-4507.124307523111,0.0,0.0,-4507.124307523111,-4507.124307523111,-23.368273252553905,0.0,0.0,-23.368273252553905,-23.368273252553905,,,,,,,,,,,,,,,,,,,,
target_only,Target-only small MLP,0.05,train,3,29692.0,0.0,0.0,29692.0,29692.0,342.9478251829137,1.3849182421967257,0.799582919937903,341.34974318385247,343.7978463822923,507.3287577249445,5.130497208369906,2.962093944328989,502.03411351681495,512.2776138037925,218.84389576493524,1.895573346319497,1.0944097817662415,217.18181714819517,220.90835281077642,819.3985377994637,4.856764310765025,2.8040541822107548,815.5076190446473,824.8416711186345,1101.7908109566044,14.362253665239852,8.292051019795919,1090.4195492182562,1117.9308731925807,1737.7754716993406,39.79611120761204,22.976295518415096,1691.8566501178752,1762.2602793813037,8.167351044151404,2.978784199519214,1.7198018594502222,5.180351938426232,11.137851803548058,0.7382714428734708,0.005290566949052851,0.0030545102522014007,0.733158547173345,0.7437233737250616,31.458887894948322,5.083363550064436,2.934881314018434,25.65440011024475,35.117125272750854,199.66666666666666,0.5773502691896258,0.33333333333333337,199.0,200.0,498404.0,0.0,0.0,498404.0,498404.0,498643.0,0.0,0.0,498643.0,498643.0
affine_energy_composition,Linear energy+composition calibration,0.05,train_full,3,29692.0,0.0,0.0,29692.0,29692.0,114.46847828960996,1.4102283738466714,0.814195731259224,113.11094089627797,115.9260686832524,207.77387101657223,16.48991747501984,9.52045829311742,194.47748088493364,226.22553529417044,68.86027023567401,2.9881898813641614,1.7252322323953146,65.65934524094486,71.57645588448602,252.3492804681307,2.315857404804635,1.3370608960687442,250.01554146488309,254.64683216114565,389.36008377639035,9.87243663380127,5.699853948082686,377.97883584556513,395.6123141353171,743.443464862214,10.319250918895772,5.957822295859767,731.5710308153148,750.2577034563851,2.6572361152533097,5.970195842634784,3.4468941768599772,-4.106659063367954,7.192669685788539,0.9559197283022968,0.007085398933054547,0.0040907569813149304,0.9479613777664028,0.9615424882505712,,,,,,,,,,,,,,,,,,,,
composition_only_linear,Composition-only linear baseline,0.05,train_full,3,29692.0,0.0,0.0,29692.0,29692.0,392.64827110257573,0.9248160107233951,0.5339427727420281,391.7075667205848,393.55633450312337,574.8853699324833,8.272977332247379,4.776405689772696,565.5003414270607,581.1216082227684,261.46056246212174,4.85171896397046,2.8011412498807573,258.2053594003437,267.03682410440217,913.706559773906,13.496025543672037,7.791933980629116,899.0213281085161,925.5658872064068,1165.7658993459545,16.500974474187895,9.526842054563526,1147.3011022442724,1179.0689992605762,1799.0574631260217,57.20566853452116,33.0277081275783,1743.92166513828,1858.129668931386,2.1940439674200913,9.219830792764444,5.323071790085353,-4.8891456550373045,12.618704841563,0.6639027115666583,0.009638033018023675,0.0055645209574144705,0.6566187403169588,0.6748316377416756,,,,,,,,,,,,,,,,,,,,
element_reference,Element-reference calibration,0.05,train_full,3,29692.0,0.0,0.0,29692.0,29692.0,114.18264430184753,1.2767232419257355,0.7371165074064752,112.77379046059376,115.26306374495556,207.8129963367087,16.25736833980707,9.38619598730251,194.54605071662897,225.94834467952785,68.62787166262167,2.631977028587215,1.51957264595574,65.9224405359291,71.17966390952618,251.2043378018841,2.129546640281311,1.2294943260182782,248.94363027290825,253.1724683829869,387.5087794832873,9.945381092263835,5.74196845081194,376.2349944666967,395.0395921641696,745.884007302539,12.768330927814176,7.371799298275739,732.0119016465466,757.1448477766414,2.5699654321282996,6.108575806185649,3.52678788606652,-4.3646842245803095,7.154283538864363,0.9559083571761734,0.006981364583776017,0.004030692721754004,0.9480888238615924,0.9615153643904332,,,,,,,,,,,,,,,,,,,,
raw,Raw pretrained PBE/GGA predictor,0.05,train_full,3,29692.0,0.0,0.0,29692.0,29692.0,4507.124406154977,0.0,0.0,4507.124406154977,4507.124406154977,4895.432960962167,0.0,0.0,4895.432960962167,4895.432960962167,4353.81401846763,0.0,0.0,4353.81401846763,4353.81401846763,7063.056806019905,0.0,0.0,7063.056806019905,7063.056806019905,8102.79165184277,0.0,0.0,8102.79165184277,8102.79165184277,9961.7184677408,0.0,0.0,9961.7184677408,9961.7184677408,-4507.124307523111,0.0,0.0,-4507.124307523111,-4507.124307523111,-23.368273252553905,0.0,0.0,-23.368273252553905,-23.368273252553905,,,,,,,,,,,,,,,,,,,,
affine_energy_composition,Linear energy+composition calibration,0.05,train_used,3,1485.0,0.0,0.0,1485.0,1485.0,107.07783405711616,2.9511189737422177,1.7038293339006816,103.67018935320051,108.7901048460854,170.76875914933893,2.6580344744516657,1.5346169193399748,167.7279157945756,172.64987603907784,64.49258705789737,2.5944395147815658,1.4979003522553391,61.5806335270378,66.55808114994377,244.3592700794336,3.342321320204647,1.9296901139383784,241.5741852932925,248.06559484299592,373.3563646155131,17.048741390872824,9.84309543136474,362.5790527228134,393.0120014719387,686.9668767121542,26.271128585344503,15.167643160663921,663.9191165448185,715.572113902312,8.105749517162255e-13,3.499153137813782e-12,2.020237006052511e-12,-2.7769780489344656e-12,4.214062694008187e-12,0.9710520712810341,0.0010168325279698656,0.0005870685337441696,0.9704185241239236,0.9722249475927502,,,,,,,,,,,,,,,,,,,,
composition_only_linear,Composition-only linear baseline,0.05,train_used,3,1485.0,0.0,0.0,1485.0,1485.0,365.42380454674185,2.5397637275175127,1.4663332717602833,362.73953564305776,367.7888882305351,527.5694298374004,5.713329487678559,3.2985923176802427,521.5964563581666,532.9817823393905,238.8991482078516,7.455460056173337,4.304411870364179,232.4027799603998,247.03934463167664,862.3620424914184,26.613156335744566,15.36511297442772,837.1431223130218,890.1788902237172,1094.188977211531,28.32211603635611,16.35178131761002,1076.8750231182655,1126.8732824912204,1676.4422514522541,69.007637429514,39.841578046070005,1623.966599516807,1754.6106415327006,-5.90324646628972e-13,1.4973454543632538e-12,8.644928011464872e-13,-2.0891631111195536e-12,9.055233181319796e-13,0.7237683992704734,0.005513304288866595,0.003183107715301447,0.7195413005074305,0.730004478362894,,,,,,,,,,,,,,,,,,,,
element_reference,Element-reference calibration,0.05,train_used,3,1485.0,0.0,0.0,1485.0,1485.0,106.89528266397099,2.6592331319156233,1.5353089645494569,103.82623907466736,108.51494807314228,170.83649502983596,2.700614321277269,1.5592004053667898,167.73562993710595,172.6729249010212,64.08471288015045,1.7802125918324905,1.0278062191092499,62.05297146834088,65.37109606039326,243.8425046188563,2.8789004617868774,1.6621339565827917,241.5636794361209,247.07793360061197,369.17469685414693,8.820033473217878,5.092248700023852,362.2526521692421,379.1054149779958,687.757469884626,26.711931238681935,15.422140691227789,667.0764967878426,717.9158847891215,3.3762243530901675e-12,2.439530436542541e-13,1.4084635542341215e-13,3.1053349192478455e-12,3.5785815014618005e-12,0.9710288596259087,0.0010338528512286536,0.0005968952219593253,0.9704106253071874,0.9722223926735029,,,,,,,,,,,,,,,,,,,,
raw,Raw pretrained PBE/GGA predictor,0.05,train_used,3,1485.0,0.0,0.0,1485.0,1485.0,4464.833293768388,96.47464374577159,55.699661536594476,4397.99749509349,4575.433373027694,4844.057563785445,111.28824058719462,64.25229566065666,4772.017953174769,4972.2337219390265,4341.064404060032,90.40433294050507,52.194965959109155,4274.607074339602,4444.010433394532,6871.075378433488,171.52858766165517,99.03207626017294,6738.4359895370935,7064.780907141604,7965.651180536904,260.60023383465676,150.4576151553185,7798.880892713703,8265.953901420042,9958.1856831038,532.3398743286831,307.34656974403674,9560.796188950868,10563.017025740104,-4464.833293768388,96.47464374577159,55.699661536594476,-4575.433373027694,-4397.99749509349,-22.29180448422964,0.9675310113780553,0.5586042898684311,-23.40884645826164,-21.71657484178412,,,,,,,,,,,,,,,,,,,,
affine_energy_composition,Linear energy+composition calibration,0.05,val,3,3712.0,0.0,0.0,3712.0,3712.0,111.9496886959973,2.179714596066576,1.258458808795594,109.94079537329826,114.26730573236183,206.12044847148613,13.797832690256392,7.966182417952947,192.1972872181667,219.78944085558675,67.25637398110523,2.3036886460258907,1.3300352599121326,64.64150818465319,68.98670051576661,243.15612930278837,2.780693122322553,1.605433922706667,240.04194554673632,245.39045739565236,382.469421611315,4.859033291332091,2.8053641787519363,376.8866287025253,385.7450928115405,735.7236135589459,43.3771102793291,25.043786296438743,692.0963493295604,778.84616535718,4.4458418040343615,6.544693884479296,3.778580775967819,-2.913065667837671,9.614549936257385,0.9563984835931171,0.005815743724390474,0.003357721204814717,0.950571478231294,0.962202899875773,,,,,,,,,,,,,,,,,,,,
classical_delta,Classical residual adapter,0.05,val,3,3712.0,0.0,0.0,3712.0,3712.0,50.125870393727716,3.928568104794786,2.2681598528330476,46.56581702415386,54.3406788671664,152.03210740082085,21.4054224687437,12.35842642444684,128.7558318852005,170.87117285276165,23.002285603460265,1.421906271327792,0.8209379685135177,21.402097476755365,24.12075980722006,96.76051789019823,5.0778957333382095,2.9317244685596675,93.50677006579502,102.61171055221594,161.98514881713132,15.700939540445924,9.064941670206494,148.45769102860365,179.20236597070075,513.1837099280079,97.72439705033642,56.42120694340561,435.82707270392746,623.0099082476565,5.138982004522122,6.529381975218595,3.769740441034346,-2.4004874742710967,8.920072890651408,0.9760372609853704,0.006524287469907719,0.0037667991270217242,0.9701254360555251,0.9830371902021302,20.051371971766155,4.585321382027297,2.647336534234407,14.794293642044067,23.22536301612854,200.0,0.0,0.0,200.0,200.0,,,,,,,,,,
composition_only_linear,Composition-only linear baseline,0.05,val,3,3712.0,0.0,0.0,3712.0,3712.0,383.13810014621686,4.762843377243294,2.749828905959442,378.77680465406274,388.2202997630585,550.1390954885698,18.117280727436007,10.460016904969198,536.7496926572135,570.754241574641,262.9287434487488,8.679192862848078,5.010934335714016,256.61823085847766,272.8265112853305,879.0252925389349,15.397630840307302,8.889826310533905,863.2367832401246,893.9997495926092,1124.8655178770966,5.761404792230562,3.326348607704715,1119.0421407702372,1130.562883095794,1708.467631553871,53.70780031351287,31.008212968589323,1656.5646266277356,1763.8144801493513,11.388295171716388,8.454159628221397,4.881011337125691,6.135271141218657,21.140613732241977,0.6900990682653868,0.020565863816782437,0.011873707010736525,0.6666793121367316,0.7052135052859054,,,,,,,,,,,,,,,,,,,,
element_reference,Element-reference calibration,0.05,val,3,3712.0,0.0,0.0,3712.0,3712.0,111.78896142467931,2.117529476284126,1.2225562131496075,109.70624180856306,113.93966353041456,206.42658651853614,13.469667012215316,7.7767158753971355,192.5538063452917,219.45324811951537,67.2992931341114,2.223819163926816,1.2839225929221958,64.75095487061355,68.84705090769836,241.79958602177024,2.35405666519058,1.3591152493354142,239.53246316959232,244.2318769280735,382.7162849347628,6.463557547082306,3.731736689730607,375.6859826873266,388.4013931771159,739.4272104582964,49.82832227680151,28.76839527977878,693.2212741335245,792.2222699445372,4.317980028331846,6.748914009374035,3.8964873200497356,-3.28414605493495,9.603495685076648,0.9562753601030817,0.005673617531000802,0.003275664608802293,0.95072257557911,0.9620625452690772,,,,,,,,,,,,,,,,,,,,
element_reference_internal,Internal element-reference anchor,0.05,val,9,3712.0,0.0,0.0,3712.0,3712.0,111.78895021772327,1.8338380787962658,0.6112793595987552,109.70622749522448,113.93965778802915,206.42658019253275,11.665076187735645,3.888358729245215,192.55379735074706,219.453244633255,67.29928565640219,1.926023051889053,0.6420076839630177,64.75077365224702,68.84722271138341,241.79986086102113,2.038559647365693,0.679519882455231,239.5329123325239,244.23205585147758,382.7163886141116,5.597438607500991,1.865812869166997,375.68628024496223,388.4012985983887,739.4273042622165,43.15277346579343,14.384257821931143,693.2213565907977,792.2227060365944,4.317843201331245,5.844674910223378,1.9482249700744594,-3.28419196298799,9.603368253529293,0.956275362725017,0.004913497765820419,0.0016378325886068064,0.9507225771447642,0.9620625488133344,,,,,,,,,,,,,,,,,,,,
feature_stacking,Feature-stacking direct-y baseline,0.05,val,3,3712.0,0.0,0.0,3712.0,3712.0,112.09678507471286,6.115661875709471,3.5308790302135953,105.27064156793213,117.07642754040215,180.92290037393278,10.578158130351301,6.107302444088752,168.71018862191102,187.21549044991698,66.71981694228543,2.9035373646767715,1.6763580790982706,63.417266023164025,68.8714895421576,257.58796910512655,14.907695115343717,8.606961787840564,244.48958184170112,273.80998869283803,379.9376943327613,26.613272554837877,15.365180073552528,349.9720279407036,400.8205617946242,703.8825427839347,25.748353180262352,14.865818639814027,688.8735064945731,733.6137186563082,0.9109243742294874,8.517337420468493,4.917487052486358,-6.861193323714757,10.016243381604264,0.9664309012295629,0.0038504853279810775,0.0022230787406205795,0.9641369242067727,0.9708762968300209,29.64731232325236,1.3945516719496087,0.8051447831989493,28.037615537643433,30.489996671676636,195.33333333333334,3.2145502536643185,1.8559214542766742,193.0,199.0,498404.0,0.0,0.0,498404.0,498404.0,498643.0,0.0,0.0,498643.0,498643.0
formdelta,Canonical FormDelta fixed-anchor residual,0.05,val,3,3712.0,0.0,0.0,3712.0,3712.0,85.36211619701005,1.7715110444803595,1.0227823784031307,84.02771489497557,87.37199374682403,190.29612432415672,16.16787853857845,9.334529026473442,176.4040736497035,208.04300576088042,40.74593793338369,1.0750495375719544,0.6206801399093507,39.88794585062777,41.9518629919053,196.3796630758825,7.635493649133976,4.408354313723179,188.67993802511157,203.94926199957138,325.3399052865327,14.320197448703555,8.26776985185759,316.9771257756443,341.87507964868973,702.5493075128485,17.358970153307876,10.022206090866982,684.30313686641,718.8586148851849,9.053369682445638,9.870245025057061,5.698588622184259,-2.318888873041618,15.391831977155167,0.9627686474150207,0.006387625479083189,0.0036878972898311915,0.9557136167989606,0.9681594035866737,28.379390716552734,7.14789026567487,4.126836369025292,22.220094442367554,36.2171516418457,199.66666666666666,0.5773502691896258,0.33333333333333337,199.0,200.0,498404.0,0.0,0.0,498404.0,498404.0,498643.0,0.0,0.0,498643.0,498643.0
raw,Raw pretrained PBE/GGA predictor,0.05,val,3,3712.0,0.0,0.0,3712.0,3712.0,4524.424723476253,0.0,0.0,4524.424723476253,4524.424723476253,4903.091323745127,0.0,0.0,4903.091323745127,4903.091323745127,4376.554120550105,0.0,0.0,4376.554120550105,4376.554120550105,7025.3955966116455,0.0,0.0,7025.3955966116455,7025.3955966116455,8058.967558171445,0.0,0.0,8058.967558171445,8058.967558171445,9859.598648577685,0.0,0.0,9859.598648577685,9859.598648577685,-4524.424723476253,0.0,0.0,-4524.424723476253,-4524.424723476253,-23.598234582457753,4.351167857633658e-15,2.51214793389404e-15,-23.598234582457756,-23.598234582457756,,,,,,,,,,,,,,,,,,,,
target_only,Target-only small MLP,0.05,val,3,3712.0,0.0,0.0,3712.0,3712.0,339.0752817924916,4.1647524743505135,2.4045209621744292,334.8791016716792,343.20787854197084,494.8676478208326,3.90052083940836,2.2519667566121617,491.95812805452834,499.2998367737986,217.17146624674047,5.011822899577697,2.8935773002019145,212.29158571573046,222.30555633715008,807.4719752382931,11.470568339660563,6.622535718661025,797.3221044978128,819.9163767356337,1075.4687428721443,25.87945645593597,14.941511151315831,1046.0635010083301,1094.7806023151973,1651.4736372568243,25.85701515469619,14.928554660004078,1626.5120504633605,1678.1415593720274,15.66747371131615,8.553998125962966,4.9386531206722735,5.9477345089061675,22.049146951900696,0.7494121061875001,0.003957806740706648,0.002285040787147499,0.7449138833622748,0.7523603082650123,31.458887894948322,5.083363550064436,2.934881314018434,25.65440011024475,35.117125272750854,199.66666666666666,0.5773502691896258,0.33333333333333337,199.0,200.0,498404.0,0.0,0.0,498404.0,498404.0,498643.0,0.0,0.0,498643.0,498643.0
affine_energy_composition,Linear energy+composition calibration,0.1,test,3,3711.0,0.0,0.0,3711.0,3711.0,107.93028790652058,1.4179704063823197,0.8186655958277554,106.33043338092033,109.03185932401848,179.52009883926448,10.622283200585757,6.132778065266627,170.02887809246056,190.99404087400904,68.0162598918905,0.4667191370799162,0.2694604194290395,67.48458205682373,68.35835995740014,238.2045776113372,7.2805051364168705,4.203401600346734,229.95083327278465,243.7143935020827,368.3459243909633,8.080933001944635,4.665528843976066,359.0192597966169,373.2571958749189,693.9982947310558,22.249768675037195,12.845909933939629,668.5568880565323,709.8179214150307,-4.488928295511644,2.5271257304312313,1.459036720740501,-6.136852524870544,-1.5793910184066131,0.9679565226550041,0.0038138966431877043,0.002201954253605831,0.9638139971102124,0.9713221652742686,,,,,,,,,,,,,,,,,,,,
classical_delta,Classical residual adapter,0.1,test,3,3711.0,0.0,0.0,3711.0,3711.0,33.121876549200984,0.46902051587046384,0.27078912109326947,32.83454481203733,33.663110775328136,88.96458769581822,24.78062342311668,14.307099604023161,69.82231179382133,116.9547172643616,16.68655498678275,0.9078351853088714,0.5241388886178907,15.651863304566582,17.349587360382003,66.45456526753368,1.3746980534472024,0.7936822912121969,65.06933877929555,67.81848724864648,104.92647876678377,2.8791142943931414,1.6622574128955796,101.9676126016755,107.71859322077273,312.1426265771584,8.542468099532437,4.931996256808843,305.8937872046364,321.87671842653333,1.8613997588356124,1.6033741299336421,0.9257084855288703,0.0426417569936315,3.070608875976251,0.9917427119210865,0.004663044681188728,0.002692210101927565,0.9864313554433914,0.9951639650902296,24.866179943084717,1.7579891012646158,1.0149754808475542,22.99923038482666,26.489872217178345,198.0,1.0,0.5773502691896258,197.0,199.0,,,,,,,,,,
composition_only_linear,Composition-only linear baseline,0.1,test,3,3711.0,0.0,0.0,3711.0,3711.0,383.497433936574,3.106121476502808,1.793320070594574,381.5790666679399,387.0810967370814,559.3668110268555,24.204528051696457,13.974490786254798,545.3833672958256,587.3157906870154,254.10438746769785,8.193352819400841,4.730434455846655,246.8002506060092,262.9639715204558,896.7951830860871,11.637417212091457,6.718865960072987,884.396441917231,907.4815228523868,1149.8190548722853,14.984315368664827,8.651198511720885,1133.4058664190602,1162.7674990192131,1681.7349975019417,6.584116133953549,3.80134122231384,1676.5160724695784,1689.1322258222658,0.45656826393212846,7.375611341170542,4.25831119326287,-5.346331741199001,8.756574212659627,0.6892321040681137,0.027196662130017302,0.01570200020182479,0.6578281056571018,0.7049437916784969,,,,,,,,,,,,,,,,,,,,
element_reference,Element-reference calibration,0.1,test,3,3711.0,0.0,0.0,3711.0,3711.0,107.75710088963778,1.126468771339115,0.6503670483663451,106.47370920544644,108.582130393437,179.46232385976464,10.733207254236016,6.196820097501208,170.04739412401466,191.1498361139797,67.50239988264141,0.9221983909586512,0.5324314892662171,66.73311284403144,68.52469374614512,236.73157096593775,5.253498811496087,3.033108953004645,230.70946241927447,240.3750066522985,366.33442550894387,5.45476340992775,3.149309123087508,360.2254211165586,370.7172698518178,695.403173208046,21.02675778383759,12.139804266683692,671.1582213262361,708.6487137449196,-4.540619183968498,2.567442427090425,1.482313576409523,-6.266788330373369,-1.590188047561025,0.9679755298762588,0.0038565752405927646,0.0022265947533062786,0.963754938656905,0.9713159189399824,,,,,,,,,,,,,,,,,,,,
element_reference_internal,Internal element-reference anchor,0.1,test,9,3711.0,0.0,0.0,3711.0,3711.0,107.75710076924605,0.975554642412827,0.32518488080427566,106.47370462095382,108.5821379427567,179.46232792810716,9.295232176227993,3.0984107254093307,170.04739846283883,191.1498439250943,67.50228500040834,0.7984235241541913,0.26614117471806376,66.73307627075548,68.52423695190402,236.73189987369804,4.549901961177453,1.5166339870591512,230.70945096096463,240.37536291523054,366.3345654432106,4.724062757332303,1.5746875857774343,360.22543451782315,370.7175063859456,695.4032559786588,18.209787885060816,6.069929295020272,671.1581968010076,708.6488745500193,-4.5406943724088205,2.2233895014395295,0.7411298338131765,-6.266635291765978,-1.5903506533485408,0.967975528394472,0.0033398929828008677,0.0011132976609336226,0.9637549356946808,0.9713159174762117,,,,,,,,,,,,,,,,,,,,
feature_stacking,Feature-stacking direct-y baseline,0.1,test,3,3711.0,0.0,0.0,3711.0,3711.0,85.48314532747095,1.2690299966316874,0.7326748101650146,84.72301107527827,86.94814750753763,154.76533043135493,0.2962198790874367,0.17102262693044998,154.51743667155773,155.09337956419745,47.54444222045121,0.5430908169485316,0.3135536293596485,47.01297922607495,48.09845821195058,195.8328124455902,7.647849242416336,4.415487818830747,189.68296057285562,204.39628003637677,290.4344731114665,4.821309698949112,2.7835844525348237,284.9935340302762,294.17580681994235,570.0332173181647,37.3830208173793,21.583097132035324,528.963971937807,602.0777513176711,-6.41639360807945,4.6357450665262645,2.6764486620534185,-10.581767228190069,-1.422112857329883,0.9762398379488187,9.098613314211195e-05,5.2530868462121465e-05,0.9761390627695306,0.976315950018122,39.284273306528725,4.005596442979375,2.3126321846191495,35.91848373413086,43.71460294723511,190.0,6.557438524302,3.7859388972001824,184.0,197.0,498404.0,0.0,0.0,498404.0,498404.0,498643.0,0.0,0.0,498643.0,498643.0
formdelta,Canonical FormDelta fixed-anchor residual,0.1,test,3,3711.0,0.0,0.0,3711.0,3711.0,58.56388384418582,0.2723825901078124,0.157260161721313,58.28181151202694,58.825413474680055,123.43389578853903,16.349252402033887,9.439245275363401,108.69852503780382,141.021644311177,29.418515669720353,0.253175901578983,0.14617117492895204,29.19169167562615,29.691649906664395,129.57095441999778,5.335952896859328,3.0807138413848967,123.51086641424702,133.5647895513954,208.17849217350863,7.028566423254039,4.057944716482885,203.03970674815832,216.1880511731873,488.0889711634216,37.77286506604888,21.808173813946734,457.17966598298375,530.194148612353,1.378967651770762,2.895270890426593,1.671585427964681,-1.7843762638862422,3.897407981401202,0.9847095641509208,0.0040733161189937745,0.0023517301577954974,0.9802724783993795,0.988279442192502,32.1235888004303,0.3081431264065077,0.17790651697973012,31.76888370513916,32.32523965835571,199.33333333333334,1.1547005383792515,0.6666666666666666,198.0,200.0,498404.0,0.0,0.0,498404.0,498404.0,498643.0,0.0,0.0,498643.0,498643.0
raw,Raw pretrained PBE/GGA predictor,0.1,test,3,3711.0,0.0,0.0,3711.0,3711.0,4511.14619559229,0.0,0.0,4511.14619559229,4511.14619559229,4891.874148198089,0.0,0.0,4891.874148198089,4891.874148198089,4328.789101071778,0.0,0.0,4328.789101071778,4328.789101071778,7004.029861092121,0.0,0.0,7004.029861092121,7004.029861092121,8016.205878182313,0.0,0.0,8016.205878182313,8016.205878182313,9794.516867372044,0.0,0.0,9794.516867372044,9794.516867372044,-4511.14619559229,0.0,0.0,-4511.14619559229,-4511.14619559229,-22.738404734247144,4.351167857633658e-15,2.51214793389404e-15,-22.738404734247148,-22.738404734247148,,,,,,,,,,,,,,,,,,,,
target_only,Target-only small MLP,0.1,test,3,3711.0,0.0,0.0,3711.0,3711.0,271.56747034269944,8.259957747751367,4.768888829159187,265.00446966062464,280.8424812184696,411.25390974090845,15.543805966325298,8.974220558889222,400.8801035942452,429.12537088467985,171.8305288951927,4.157437043356584,2.4002973961208456,168.2154558285518,176.37352111479453,636.4147360404166,13.264099394371284,7.658031355898213,622.1569926159667,648.3885945509392,868.5042626335413,35.37645201552603,20.42460409413783,840.8928057037904,908.3810275540163,1442.8563248095008,80.21508532665176,46.312201106411194,1353.2945891647219,1508.094014114786,-22.34998610660142,0.7124030613092407,0.4113060992184036,-23.17244081091932,-21.924819017293157,0.8320676100908878,0.012815430084538287,0.007398992009089009,0.8173291024505397,0.8405847065192801,41.32495633761088,2.9796362384989807,1.7202937843845505,39.198763608932495,44.73063898086548,192.66666666666666,4.163331998932265,2.4037008503093262,188.0,196.0,498404.0,0.0,0.0,498404.0,498404.0,498643.0,0.0,0.0,498643.0,498643.0
affine_energy_composition,Linear energy+composition calibration,0.1,train,3,29692.0,0.0,0.0,29692.0,29692.0,111.34679698199449,1.093075281389526,0.6310873079547688,110.23313126509032,112.41804705830484,200.3415350447257,16.412132934967378,9.475549367979339,188.5765128307179,219.09052572863675,66.58289976514043,0.3889160737364248,0.22454079986389722,66.32953820906023,67.03069057702565,250.43652873367873,7.219884019723244,4.168401982305093,242.1067945455334,254.89866931191625,385.04665654884747,5.202493084579011,3.0036607828388586,379.8159741343265,390.2204944639245,724.9342625570338,11.546310347965267,6.666265387544709,711.6396441555212,732.4517003805537,1.3959244761512017,2.835864223834111,1.6372869730158532,-1.15671648065894,4.448517457646325,0.9590057223358815,0.006830146126601842,0.003943386704798053,0.951192143435513,0.9638408892343704,,,,,,,,,,,,,,,,,,,,
classical_delta,Classical residual adapter,0.1,train,3,29692.0,0.0,0.0,29692.0,29692.0,33.54127659103016,0.7362068142564522,0.4250492023901995,32.95893218453963,34.36878517895348,122.66569529909079,31.886699252449358,18.409794396970277,98.97208632844672,158.91990152396338,15.434453039665451,0.7180710287438373,0.41457850174252603,14.607124047046781,15.895773131665791,64.99376009603844,0.5667053741441767,0.327187500313348,64.51440211573619,65.61920705547202,103.66166860920191,1.149751619116834,0.6638094067983122,102.43366014594206,104.71262271928863,305.57978519795324,16.893126963774012,9.753251399989452,291.1011215242814,324.13962772480266,1.7962403025306974,1.6877917491599859,0.9744470207135473,-0.06797900525289308,3.2204432076439224,0.9840108531156417,0.008475755635482396,0.004893479797731249,0.9743197578099432,0.9900398015561839,24.866179943084717,1.7579891012646158,1.0149754808475542,22.99923038482666,26.489872217178345,198.0,1.0,0.5773502691896258,197.0,199.0,,,,,,,,,,
