method,truth_source,threshold_mev_atom,k,n_pool,hits,total_hits,precision,recall,enrichment_factor
canonical_formdelta,published,50,50,4981,17,2153,0.34,0.0078959591267998,0.7865954482117975
canonical_formdelta,formal_true,50,50,4981,47,269,0.94,0.174721189591078,17.405724907063195
matris_affine_base,published,50,50,4981,16,2153,0.32,0.0074314909428704,0.7403251277287506
matris_affine_base,formal_true,50,50,4981,23,269,0.46,0.0855018587360594,8.517695167286245
simple_residual,published,50,50,4981,25,2153,0.5,0.011611704598235,1.156758012076173
simple_residual,formal_true,50,50,4981,48,269,0.96,0.1784386617100371,17.776059479553904
